UBIGEO,DISTRICT_NAME,PROVINCE_NAME,IN_MODEL_UNIVERSE,TARGET_CROPS_OBSERVED,AGENCY_RELATION_COUNT,AGENCY_MAPPING_STATUS,PCR_GROUP_REFERENCE_STATUS,HYDRAULIC_SYSTEM_COUNT,JUNTA_COUNT,COMMISSION_OR_SUBSECTOR_COUNT,HYDRAULIC_MAPPING_STATUS,IRRIGATION_SERVICE_STATUS,RAINFED_STATUS,DOUBLE_COUNTING_RISK,DISTRICT_INDEX_STATUS,FUTURE_WATER_SPATIAL_ROLE,UNRESOLVED_CRITICAL_GAP,EVIDENCE_IDS
200408,SANTA CATALINA DE MOSSA,MORROPON,TRUE,ARROZ;MAIZ AMARILLO DURO;PLATANOS Y BANANAS,0,UNRESOLVED_AFTER_DOCUMENTED_SEARCH,UNRESOLVED_NO_DISTRICT_ALLOCATION,0,0,0,L1_OFFICIAL_PRESENCE_NONEXHAUSTIVE,HYDRAULIC_PRESENCE_ONLY_SERVICE_UNRESOLVED,UNRESOLVED_NOT_ASSUMED_RAINFED,NO_CONFIRMED_MULTI_SERVICE,POTENTIAL_SUBINDEX_ONLY,PARTIAL_COVERAGE_ONLY,OFFICIAL_PRESENCE_ONLY_SERVICE_PARTITION_AND_FRACTION_UNRESOLVED,C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003
200409,SANTO DOMINGO,MORROPON,TRUE,ARROZ;LIMON SUTIL;MAIZ AMARILLO DURO;PLATANOS Y BANANAS,1,SUPPORTED_NONEXHAUSTIVE_RELATION,AGENCY_GROUP_SOFT_REFERENCE_ONLY,0,0,0,L1_OFFICIAL_PRESENCE_NONEXHAUSTIVE,HYDRAULIC_PRESENCE_ONLY_SERVICE_UNRESOLVED,UNRESOLVED_NOT_ASSUMED_RAINFED,NO_CONFIRMED_MULTI_SERVICE,POTENTIAL_SUBINDEX_ONLY,PARTIAL_COVERAGE_ONLY,OFFICIAL_PRESENCE_ONLY_SERVICE_PARTITION_AND_FRACTION_UNRESOLVED,C0B2-AG-003;C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003
200410,YAMANGO,MORROPON,TRUE,ARROZ;MAIZ AMARILLO DURO;PLATANOS Y BANANAS,0,UNRESOLVED_AFTER_DOCUMENTED_SEARCH,UNRESOLVED_NO_DISTRICT_ALLOCATION,0,0,0,L1_OFFICIAL_PRESENCE_NONEXHAUSTIVE,HYDRAULIC_PRESENCE_ONLY_SERVICE_UNRESOLVED,UNRESOLVED_NOT_ASSUMED_RAINFED,NO_CONFIRMED_MULTI_SERVICE,POTENTIAL_SUBINDEX_ONLY,PARTIAL_COVERAGE_ONLY,OFFICIAL_PRESENCE_ONLY_SERVICE_PARTITION_AND_FRACTION_UNRESOLVED,C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003
200502,AMOTAPE,PAITA,TRUE,ARROZ;MAIZ AMARILLO DURO,0,UNRESOLVED_AFTER_DOCUMENTED_SEARCH,UNRESOLVED_NO_DISTRICT_ALLOCATION,0,0,0,L3_SERVICE_RELATION_PRESENT_NONEXHAUSTIVE,OFFICIAL_PARTIAL_SERVICE_EVIDENCE,UNRESOLVED_NOT_ASSUMED_RAINFED,NO_CONFIRMED_MULTI_SERVICE,POTENTIAL_SUBINDEX_ONLY,SPATIALLY_ELIGIBLE_AFTER_SERVICE_PARTITION,PARTIAL_SERVICE_RELATION_WITHOUT_OFFICIAL_PARTITION_OR_FRACTION,C0B2-HYD-016;C0B2-MODEL-001
200503,ARENAL,PAITA,TRUE,ARROZ;MAIZ AMARILLO DURO;PLATANOS Y BANANAS,0,UNRESOLVED_AFTER_DOCUMENTED_SEARCH,UNRESOLVED_NO_DISTRICT_ALLOCATION,1,1,1,L3_SERVICE_RELATION_PRESENT_NONEXHAUSTIVE,OFFICIAL_PARTIAL_SERVICE_EVIDENCE,UNRESOLVED_NOT_ASSUMED_RAINFED,NO_CONFIRMED_MULTI_SERVICE,POTENTIAL_SUBINDEX_ONLY,SPATIALLY_ELIGIBLE_AFTER_SERVICE_PARTITION,PARTIAL_SERVICE_RELATION_WITHOUT_OFFICIAL_PARTITION_OR_FRACTION,C0B2-HYD-017;C0B2-MODEL-001
200504,COLAN,PAITA,TRUE,ARROZ;LIMON SUTIL;MAIZ AMARILLO DURO;PLATANOS Y BANANAS,1,SUPPORTED_NONEXHAUSTIVE_RELATION,AGENCY_GROUP_SOFT_REFERENCE_ONLY,1,1,1,L3_SERVICE_RELATION_PRESENT_NONEXHAUSTIVE,OFFICIAL_PARTIAL_SERVICE_EVIDENCE,UNRESOLVED_NOT_ASSUMED_RAINFED,NO_CONFIRMED_MULTI_SERVICE,POTENTIAL_SUBINDEX_ONLY,SPATIALLY_ELIGIBLE_AFTER_SERVICE_PARTITION,PARTIAL_SERVICE_RELATION_WITHOUT_OFFICIAL_PARTITION_OR_FRACTION,C0B2-AG-003;C0B2-AG-005;C0B2-HYD-018
200505,LA HUACA,PAITA,TRUE,ARROZ;LIMON SUTIL;MAIZ AMARILLO DURO;PLATANOS Y BANANAS,0,UNRESOLVED_AFTER_DOCUMENTED_SEARCH,UNRESOLVED_NO_DISTRICT_ALLOCATION,0,0,0,L3_SERVICE_RELATION_PRESENT_NONEXHAUSTIVE,OFFICIAL_PARTIAL_SERVICE_EVIDENCE,UNRESOLVED_NOT_ASSUMED_RAINFED,NO_CONFIRMED_MULTI_SERVICE,POTENTIAL_SUBINDEX_ONLY,SPATIALLY_ELIGIBLE_AFTER_SERVICE_PARTITION,PARTIAL_SERVICE_RELATION_WITHOUT_OFFICIAL_PARTITION_OR_FRACTION,C0B2-HYD-019;C0B2-MODEL-001
200506,TAMARINDO,PAITA,TRUE,ARROZ;MAIZ AMARILLO DURO;MANGO;PLATANOS Y BANANAS,1,SUPPORTED_NONEXHAUSTIVE_RELATION,AGENCY_GROUP_SOFT_REFERENCE_ONLY,1,1,0,L3_SERVICE_RELATION_PRESENT_NONEXHAUSTIVE,OFFICIAL_PARTIAL_SERVICE_EVIDENCE,UNRESOLVED_NOT_ASSUMED_RAINFED,NO_CONFIRMED_MULTI_SERVICE,POTENTIAL_SUBINDEX_ONLY,SPATIALLY_ELIGIBLE_AFTER_SERVICE_PARTITION,PARTIAL_SERVICE_RELATION_WITHOUT_OFFICIAL_PARTITION_OR_FRACTION,C0B2-AG-003;C0B2-HYD-020
200507,VICHAYAL,PAITA,TRUE,LIMON SUTIL;MAIZ AMARILLO DURO;PLATANOS Y BANANAS,1,SUPPORTED_NONEXHAUSTIVE_RELATION,AGENCY_GROUP_SOFT_REFERENCE_ONLY,0,0,0,L3_SERVICE_RELATION_PRESENT_NONEXHAUSTIVE,OFFICIAL_PARTIAL_SERVICE_EVIDENCE,UNRESOLVED_NOT_ASSUMED_RAINFED,NO_CONFIRMED_MULTI_SERVICE,POTENTIAL_SUBINDEX_ONLY,SPATIALLY_ELIGIBLE_AFTER_SERVICE_PARTITION,PARTIAL_SERVICE_RELATION_WITHOUT_OFFICIAL_PARTITION_OR_FRACTION,C0B2-AG-004;C0B2-HYD-021
200601,SULLANA,SULLANA,TRUE,ARROZ;LIMON SUTIL;MAIZ AMARILLO DURO;MANGO;PLATANOS Y BANANAS,1,PRESENCE_ONLY_NONEXHAUSTIVE,CONTEXT_ONLY_NO_JURISDICTION,0,0,0,L1_OFFICIAL_PRESENCE_NONEXHAUSTIVE,HYDRAULIC_PRESENCE_ONLY_SERVICE_UNRESOLVED,UNRESOLVED_NOT_ASSUMED_RAINFED,CONDITIONAL_MULTI_RELATION_REQUIRES_ADJUDICATION,SUBINDEX_OR_PARTITION_REQUIRED_PENDING_SERVICE_EVIDENCE,CONDITIONAL_WATER_SPATIAL_ELIGIBILITY,DISTINCT_RELATIONS_REQUIRE_SERVICE_ADJUDICATION_BEFORE_WATER_MODEL,C0B2-AG-012;C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003
200603,IGNACIO ESCUDERO,SULLANA,TRUE,ARROZ;LIMON SUTIL;MAIZ AMARILLO DURO;MANGO;PLATANOS Y BANANAS,1,PRESENCE_ONLY_NONEXHAUSTIVE,CONTEXT_ONLY_NO_JURISDICTION,0,0,0,L1_OFFICIAL_PRESENCE_NONEXHAUSTIVE,HYDRAULIC_PRESENCE_ONLY_SERVICE_UNRESOLVED,UNRESOLVED_NOT_ASSUMED_RAINFED,NO_CONFIRMED_MULTI_SERVICE,POTENTIAL_SUBINDEX_ONLY,PARTIAL_COVERAGE_ONLY,OFFICIAL_PRESENCE_ONLY_SERVICE_PARTITION_AND_FRACTION_UNRESOLVED,C0B2-AG-005;C0B2-AG-012;C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003
200605,MARCAVELICA,SULLANA,TRUE,ARROZ;LIMON SUTIL;MAIZ AMARILLO DURO;MANGO;PLATANOS Y BANANAS,1,PRESENCE_ONLY_NONEXHAUSTIVE,CONTEXT_ONLY_NO_JURISDICTION,0,0,0,L1_OFFICIAL_PRESENCE_NONEXHAUSTIVE,HYDRAULIC_PRESENCE_ONLY_SERVICE_UNRESOLVED,UNRESOLVED_NOT_ASSUMED_RAINFED,NO_CONFIRMED_MULTI_SERVICE,POTENTIAL_SUBINDEX_ONLY,PARTIAL_COVERAGE_ONLY,OFFICIAL_PRESENCE_ONLY_SERVICE_PARTITION_AND_FRACTION_UNRESOLVED,C0B2-AG-005;C0B2-AG-012;C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003
200606,MIGUEL CHECA,SULLANA,TRUE,LIMON SUTIL;MAIZ AMARILLO DURO;MANGO;PLATANOS Y BANANAS,1,SUPPORTED_NONEXHAUSTIVE_RELATION,AGENCY_GROUP_SOFT_REFERENCE_ONLY,0,0,0,L3_SERVICE_RELATION_PRESENT_NONEXHAUSTIVE,OFFICIAL_PARTIAL_SERVICE_EVIDENCE,UNRESOLVED_NOT_ASSUMED_RAINFED,NO_CONFIRMED_MULTI_SERVICE,POTENTIAL_SUBINDEX_ONLY,SPATIALLY_ELIGIBLE_AFTER_SERVICE_PARTITION,PARTIAL_SERVICE_RELATION_WITHOUT_OFFICIAL_PARTITION_OR_FRACTION,C0B2-AG-004;C0B2-HYD-022
200607,QUERECOTILLO,SULLANA,TRUE,ARROZ;LIMON SUTIL;MAIZ AMARILLO DURO;PLATANOS Y BANANAS,0,UNRESOLVED_AFTER_DOCUMENTED_SEARCH,UNRESOLVED_NO_DISTRICT_ALLOCATION,0,0,0,L3_SERVICE_RELATION_PRESENT_NONEXHAUSTIVE,OFFICIAL_PARTIAL_SERVICE_EVIDENCE,UNRESOLVED_NOT_ASSUMED_RAINFED,NO_CONFIRMED_MULTI_SERVICE,POTENTIAL_SUBINDEX_ONLY,SPATIALLY_ELIGIBLE_AFTER_SERVICE_PARTITION,PARTIAL_SERVICE_RELATION_WITHOUT_OFFICIAL_PARTITION_OR_FRACTION,C0B2-HYD-023;C0B2-MODEL-001
200608,SALITRAL,SULLANA,TRUE,ARROZ;LIMON SUTIL;MAIZ AMARILLO DURO;MANGO;PLATANOS Y BANANAS,1,SUPPORTED_NONEXHAUSTIVE_RELATION,AGENCY_GROUP_SOFT_REFERENCE_ONLY,1,1,0,L3_NAMED_SERVICE_UNIT_NONEXHAUSTIVE,OFFICIAL_PARTIAL_SERVICE_EVIDENCE,UNRESOLVED_NOT_ASSUMED_RAINFED,NO_CONFIRMED_MULTI_SERVICE,POTENTIAL_SUBINDEX_ONLY,SPATIALLY_ELIGIBLE_AFTER_SERVICE_PARTITION,PARTIAL_SERVICE_RELATION_WITHOUT_OFFICIAL_PARTITION_OR_FRACTION,C0B2-AG-004;C0B2-HYD-024;C0B2-HYD-025
200801,SECHURA,SECHURA,TRUE,ARROZ;LIMON SUTIL;MAIZ AMARILLO DURO;MANGO;PLATANOS Y BANANAS,0,UNRESOLVED_AFTER_DOCUMENTED_SEARCH,UNRESOLVED_NO_DISTRICT_ALLOCATION,0,0,0,L1_OFFICIAL_PRESENCE_NONEXHAUSTIVE,HYDRAULIC_PRESENCE_ONLY_SERVICE_UNRESOLVED,UNRESOLVED_NOT_ASSUMED_RAINFED,NO_CONFIRMED_MULTI_SERVICE,POTENTIAL_SUBINDEX_ONLY,PARTIAL_COVERAGE_ONLY,OFFICIAL_PRESENCE_ONLY_SERVICE_PARTITION_AND_FRACTION_UNRESOLVED,C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003
200802,BELLAVISTA DE LA UNION,SECHURA,TRUE,ARROZ;MAIZ AMARILLO DURO;MANGO;PLATANOS Y BANANAS,0,UNRESOLVED_AFTER_DOCUMENTED_SEARCH,UNRESOLVED_NO_DISTRICT_ALLOCATION,0,0,0,L1_OFFICIAL_PRESENCE_NONEXHAUSTIVE,HYDRAULIC_PRESENCE_ONLY_SERVICE_UNRESOLVED,UNRESOLVED_NOT_ASSUMED_RAINFED,NO_CONFIRMED_MULTI_SERVICE,POTENTIAL_SUBINDEX_ONLY,PARTIAL_COVERAGE_ONLY,OFFICIAL_PRESENCE_ONLY_SERVICE_PARTITION_AND_FRACTION_UNRESOLVED,C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003
200803,BERNAL,SECHURA,TRUE,ARROZ;LIMON SUTIL;MAIZ AMARILLO DURO;MANGO;PLATANOS Y BANANAS,0,UNRESOLVED_AFTER_DOCUMENTED_SEARCH,UNRESOLVED_NO_DISTRICT_ALLOCATION,0,0,0,L1_OFFICIAL_PRESENCE_NONEXHAUSTIVE,HYDRAULIC_PRESENCE_ONLY_SERVICE_UNRESOLVED,UNRESOLVED_NOT_ASSUMED_RAINFED,NO_CONFIRMED_MULTI_SERVICE,POTENTIAL_SUBINDEX_ONLY,PARTIAL_COVERAGE_ONLY,OFFICIAL_PRESENCE_ONLY_SERVICE_PARTITION_AND_FRACTION_UNRESOLVED,C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003
200804,CRISTO NOS VALGA,SECHURA,TRUE,ARROZ;LIMON SUTIL;MAIZ AMARILLO DURO;MANGO;PLATANOS Y BANANAS,0,UNRESOLVED_AFTER_DOCUMENTED_SEARCH,UNRESOLVED_NO_DISTRICT_ALLOCATION,1,1,1,L3_SERVICE_RELATION_PRESENT_NONEXHAUSTIVE,OFFICIAL_PARTIAL_SERVICE_EVIDENCE,UNRESOLVED_NOT_ASSUMED_RAINFED,NO_CONFIRMED_MULTI_SERVICE,POTENTIAL_SUBINDEX_ONLY,SPATIALLY_ELIGIBLE_AFTER_SERVICE_PARTITION,PARTIAL_SERVICE_RELATION_WITHOUT_OFFICIAL_PARTITION_OR_FRACTION,C0B2-HYD-026;C0B2-MODEL-001
200805,VICE,SECHURA,TRUE,ARROZ;LIMON SUTIL;MAIZ AMARILLO DURO;MANGO;PLATANOS Y BANANAS,0,UNRESOLVED_AFTER_DOCUMENTED_SEARCH,UNRESOLVED_NO_DISTRICT_ALLOCATION,0,0,0,L1_OFFICIAL_PRESENCE_NONEXHAUSTIVE,HYDRAULIC_PRESENCE_ONLY_SERVICE_UNRESOLVED,UNRESOLVED_NOT_ASSUMED_RAINFED,NO_CONFIRMED_MULTI_SERVICE,POTENTIAL_SUBINDEX_ONLY,PARTIAL_COVERAGE_ONLY,OFFICIAL_PRESENCE_ONLY_SERVICE_PARTITION_AND_FRACTION_UNRESOLVED,C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003
200806,RINCONADA LLICUAR,SECHURA,TRUE,ARROZ;LIMON SUTIL;MAIZ AMARILLO DURO;MANGO;PLATANOS Y BANANAS,0,UNRESOLVED_AFTER_DOCUMENTED_SEARCH,UNRESOLVED_NO_DISTRICT_ALLOCATION,0,0,0,L1_OFFICIAL_PRESENCE_NONEXHAUSTIVE,HYDRAULIC_PRESENCE_ONLY_SERVICE_UNRESOLVED,UNRESOLVED_NOT_ASSUMED_RAINFED,NO_CONFIRMED_MULTI_SERVICE,POTENTIAL_SUBINDEX_ONLY,PARTIAL_COVERAGE_ONLY,OFFICIAL_PRESENCE_ONLY_SERVICE_PARTITION_AND_FRACTION_UNRESOLVED,C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003
