HYDRAULIC_SYSTEM,ALA,JUNTA,COMMISSION_OR_SUBSECTOR,IRRIGATION_BLOCK,WATER_SOURCE,DISTRICT_NAME,PROVINCE_NAME,UBIGEO,SERVICE_RELATION_STATUS,EXHAUSTIVENESS_STATUS,RELATIONSHIP_CLASS,EVIDENCE_IDS,MODEL_SPATIAL_ROLE,SERVICE_FRACTION_AVAILABLE,SERVICE_FRACTION_VALUE,DOUBLE_COUNTING_RISK,CRITICAL_GAP,NOTES
,San Lorenzo,,,,MULTIPLE_GEOSNIRH_SOURCE_NAMES,PAIMAS,AYABACA,200207,CERTIFIED_EXACT_POLITICAL_LOCATION,NONEXHAUSTIVE_PRESENCE_ONLY,PARTIAL_UNKNOWN,C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003,PARTIAL_COVERAGE_ONLY,FALSE,,NO_CONFIRMED_MULTI_SERVICE,SERVICE_MEMBERSHIP_AREA_PARTITION_AND_FRACTION_NOT_ESTABLISHED,"EVIDENCE_LEVEL=L1_OFFICIAL_HYDRAULIC_PRESENCE;GEOMETRY=POINT;RECORDS=19;UNIQUE_RAW_ENTITIES=19;FEATURE_ID_SHA256=f6667486827fce84605d0223ec520084bd8154bcf8dd59c60cc3b5a791f9e4da;SAMPLE_IDS=6943|8123|8126|12706|12708;SAMPLE_RAW_ENTITIES=COMITE DE USUARIOS DE AGUA DEL CANAL JAMBUR|COMITE DE USUARIOS DE AGUA LIZARDO ACUÑA POZO;RAW_DISTRICT=Paimas;RAW_PROVINCE=Ayabaca;DATE_RANGE=2019-07-22:2020-11-27; point location and license semantics do not prove service area, membership, fraction, or exhaustive coverage."
,San Lorenzo,,,,MULTIPLE_GEOSNIRH_SOURCE_NAMES,SAPILLICA,AYABACA,200208,CERTIFIED_EXACT_POLITICAL_LOCATION,NONEXHAUSTIVE_PRESENCE_ONLY,PARTIAL_UNKNOWN,C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003,PARTIAL_COVERAGE_ONLY,FALSE,,NO_CONFIRMED_MULTI_SERVICE,SERVICE_MEMBERSHIP_AREA_PARTITION_AND_FRACTION_NOT_ESTABLISHED,"EVIDENCE_LEVEL=L1_OFFICIAL_HYDRAULIC_PRESENCE;GEOMETRY=POINT;RECORDS=22;UNIQUE_RAW_ENTITIES=22;FEATURE_ID_SHA256=d78824cdb01e187ae14cdda0ca054c066454cc8fbeebd6b06dd3377431f8aae7;SAMPLE_IDS=11590|11594|11605|40376|40377;SAMPLE_RAW_ENTITIES=COMITE DE USUARIOS DE AGUA CANAL EL NARANJITO|COMITE DE USUARIOS DE AGUA CRUZ BLANCA;RAW_DISTRICT=Sapillica;RAW_PROVINCE=Ayabaca;DATE_RANGE=2020-10-02:2025-08-15; point location and license semantics do not prove service area, membership, fraction, or exhaustive coverage."
,San Lorenzo,,,,MULTIPLE_GEOSNIRH_SOURCE_NAMES,SICCHEZ,AYABACA,200209,CERTIFIED_EXACT_POLITICAL_LOCATION,NONEXHAUSTIVE_PRESENCE_ONLY,PARTIAL_UNKNOWN,C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003,PARTIAL_COVERAGE_ONLY,FALSE,,NO_CONFIRMED_MULTI_SERVICE,SERVICE_MEMBERSHIP_AREA_PARTITION_AND_FRACTION_NOT_ESTABLISHED,"EVIDENCE_LEVEL=L1_OFFICIAL_HYDRAULIC_PRESENCE;GEOMETRY=POINT;RECORDS=26;UNIQUE_RAW_ENTITIES=26;FEATURE_ID_SHA256=272d6951c121fd030ab1c20ed290c8d3f242daab847865e544fd87451ec7c03f;SAMPLE_IDS=6952|6974|6975|28578|34400;SAMPLE_RAW_ENTITIES=COMITE DE USUARIOS DE AGUA DEL CANAL  EL COMUN LAS VEGAS|COMITE DE USUARIOS DE AGUA DEL CANAL LA PERLA;RAW_DISTRICT=Sicchez;RAW_PROVINCE=Ayabaca;DATE_RANGE=2019-07-23:2024-05-29; point location and license semantics do not prove service area, membership, fraction, or exhaustive coverage."
,San Lorenzo,,,,MULTIPLE_GEOSNIRH_SOURCE_NAMES,SUYO,AYABACA,200210,CERTIFIED_EXACT_POLITICAL_LOCATION,NONEXHAUSTIVE_PRESENCE_ONLY,PARTIAL_UNKNOWN,C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003,PARTIAL_COVERAGE_ONLY,FALSE,,NO_CONFIRMED_MULTI_SERVICE,SERVICE_MEMBERSHIP_AREA_PARTITION_AND_FRACTION_NOT_ESTABLISHED,"EVIDENCE_LEVEL=L1_OFFICIAL_HYDRAULIC_PRESENCE;GEOMETRY=POINT;RECORDS=32;UNIQUE_RAW_ENTITIES=32;FEATURE_ID_SHA256=88cafefe780922dfc6cdad2088c798eb1367a0a474e36b5f2e52c7e6896171b5;SAMPLE_IDS=7703|7706|7707|40111|40112;SAMPLE_RAW_ENTITIES=COMITE DE REGANTES DEL CANAL SANTA ANA DEL QUIROZ|COMITE DE USUARIOS DE AGUA DEL CANAL BORRERO;RAW_DISTRICT=Suyo;RAW_PROVINCE=Ayabaca;DATE_RANGE=2019-09-10:2025-07-31; point location and license semantics do not prove service area, membership, fraction, or exhaustive coverage."
,Alto Piura,,,,Quebrada GRANDE,HUANCABAMBA,HUANCABAMBA,200301,CERTIFIED_EXACT_POLITICAL_LOCATION,NONEXHAUSTIVE_PRESENCE_ONLY,MANY_TO_MANY,C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003,CONDITIONAL_WATER_SPATIAL_ELIGIBILITY,FALSE,,CONDITIONAL_MULTI_RELATION_REQUIRES_ADJUDICATION,SERVICE_MEMBERSHIP_AREA_PARTITION_AND_FRACTION_NOT_ESTABLISHED,"EVIDENCE_LEVEL=L1_OFFICIAL_HYDRAULIC_PRESENCE;GEOMETRY=POINT;RECORDS=1;UNIQUE_RAW_ENTITIES=1;FEATURE_ID_SHA256=68e8bb5920d56d5ab6b80d5796e1c6a0f939578eba1c4d863ee65172f90924d9;SAMPLE_IDS=40566;SAMPLE_RAW_ENTITIES=COMITE DE USUARIOS EL LUCUMO;RAW_DISTRICT=Huancabamba;RAW_PROVINCE=Huancabamba;DATE_RANGE=2025-08-25:2025-08-25; point location and license semantics do not prove service area, membership, fraction, or exhaustive coverage."
,Chinchipe Chamaya,,,,MULTIPLE_GEOSNIRH_SOURCE_NAMES,HUANCABAMBA,HUANCABAMBA,200301,CERTIFIED_EXACT_POLITICAL_LOCATION,NONEXHAUSTIVE_PRESENCE_ONLY,MANY_TO_MANY,C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003,CONDITIONAL_WATER_SPATIAL_ELIGIBILITY,FALSE,,CONDITIONAL_MULTI_RELATION_REQUIRES_ADJUDICATION,SERVICE_MEMBERSHIP_AREA_PARTITION_AND_FRACTION_NOT_ESTABLISHED,"EVIDENCE_LEVEL=L1_OFFICIAL_HYDRAULIC_PRESENCE;GEOMETRY=POINT;RECORDS=26;UNIQUE_RAW_ENTITIES=26;FEATURE_ID_SHA256=9b3988f9b6134f61d43431d323132076ed7990592dc619820a3445812b5d77bc;SAMPLE_IDS=4713|6236|7306|41399|51505;SAMPLE_RAW_ENTITIES=COMISION DE USUARIOS SUB SECTOR HIDRAULICO CANAL NANCHO|COMITE DE USUARIOS CANAL EL NARANJO;RAW_DISTRICT=Huancabamba;RAW_PROVINCE=Huancabamba;DATE_RANGE=2018-11-09:2026-03-24; point location and license semantics do not prove service area, membership, fraction, or exhaustive coverage."
,Chinchipe Chamaya,,,,Canal Chicope-Cajunga,HUANCABAMBA,HUANCABAMBA,200301,CERTIFIED_EXACT_SERVICE_RELATION,PARTIAL_KNOWN,MANY_TO_MANY,C0B2-HYD-014,CONDITIONAL_WATER_SPATIAL_ELIGIBILITY,FALSE,,CONDITIONAL_MULTI_RELATION_REQUIRES_ADJUDICATION,PARTIAL_SERVICE_RELATION_WITHOUT_COMPLETE_DISTRICT_PARTITION,EVIDENCE_LEVEL=L3_SERVICE_AREA_RELATION; The regional government identifies the named canal service in Huancabamba district. No district service fraction is available; the relation is nonexhaustive and cannot be propagated to all agricultural land.;ENTITY_TYPE_CORRECTION=CANAL_CHICOPE_CAJUNGA_IS_INFRASTRUCTURE;NOT_A_JUNTA
,Chinchipe Chamaya,Junta de Usuarios del Sector Hidraulico Menor Huancabamba,Comision de Usuarios Sub Sector Hidraulico Canal Nancho,,Quebrada Nancho,HUANCABAMBA,HUANCABAMBA,200301,SUPPORTED_JURISDICTION,PARTIAL_KNOWN,MANY_TO_MANY,C0B2-GIS-003;C0B2-HYD-007,CONDITIONAL_WATER_SPATIAL_ELIGIBILITY,FALSE,,CONDITIONAL_MULTI_RELATION_REQUIRES_ADJUDICATION,INSTITUTIONAL_MEMBERSHIP_WITHOUT_SERVICE_AREA_PARTITION,EVIDENCE_LEVEL=L2_INSTITUTIONAL_MEMBERSHIP; GeoSNIRH feature Formalizacion.7457 locates the named commission in Huancabamba district. No district service fraction is available; the relation is nonexhaustive and cannot be propagated to all agricultural land.
,Alto Piura,,,,MULTIPLE_GEOSNIRH_SOURCE_NAMES,CANCHAQUE,HUANCABAMBA,200302,CERTIFIED_EXACT_POLITICAL_LOCATION,NONEXHAUSTIVE_PRESENCE_ONLY,PARTIAL_UNKNOWN,C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003,PARTIAL_COVERAGE_ONLY,FALSE,,NO_CONFIRMED_MULTI_SERVICE,SERVICE_MEMBERSHIP_AREA_PARTITION_AND_FRACTION_NOT_ESTABLISHED,"EVIDENCE_LEVEL=L1_OFFICIAL_HYDRAULIC_PRESENCE;GEOMETRY=POINT;RECORDS=16;UNIQUE_RAW_ENTITIES=15;FEATURE_ID_SHA256=ba4a0ca4cb1bc495dd3bae33dd2ab4cba78c41b8f55af3f0d55e83b33668f582;SAMPLE_IDS=6828|7083|7403|40576|40614;SAMPLE_RAW_ENTITIES=COMITE DE USUARIOS CANAL LA ROCAS|COMITE DE USUARIOS DE AGUA EL HIGUERON;RAW_DISTRICT=Canchaque;RAW_PROVINCE=Huancabamba;DATE_RANGE=2019-07-18:2025-09-26; point location and license semantics do not prove service area, membership, fraction, or exhaustive coverage."
,Chinchipe Chamaya,,,,MULTIPLE_GEOSNIRH_SOURCE_NAMES,EL CARMEN DE LA FRONTERA,HUANCABAMBA,200303,CERTIFIED_EXACT_POLITICAL_LOCATION,NONEXHAUSTIVE_PRESENCE_ONLY,MANY_TO_MANY,C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003,CONDITIONAL_WATER_SPATIAL_ELIGIBILITY,FALSE,,CONDITIONAL_MULTI_RELATION_REQUIRES_ADJUDICATION,SERVICE_MEMBERSHIP_AREA_PARTITION_AND_FRACTION_NOT_ESTABLISHED,"EVIDENCE_LEVEL=L1_OFFICIAL_HYDRAULIC_PRESENCE;GEOMETRY=POINT;RECORDS=10;UNIQUE_RAW_ENTITIES=10;FEATURE_ID_SHA256=2e450ff55a4ddd0b9c77f73ac585981aedcfa8bf9fe359dfc141fb27c321e123;SAMPLE_IDS=7565|10162|12666|14943|23851;SAMPLE_RAW_ENTITIES=COMITE DE USUARIOS DE AGUA CANAL  LOS INCAS|COMITE DE USUARIOS DE AGUA CANAL CHULUCANAS LA RAMADA;RAW_DISTRICT=El Carmen De La Frontera;RAW_PROVINCE=Huancabamba;DATE_RANGE=2019-08-28:2021-09-10; point location and license semantics do not prove service area, membership, fraction, or exhaustive coverage."
,San Lorenzo,,,,MULTIPLE_GEOSNIRH_SOURCE_NAMES,EL CARMEN DE LA FRONTERA,HUANCABAMBA,200303,CERTIFIED_EXACT_POLITICAL_LOCATION,NONEXHAUSTIVE_PRESENCE_ONLY,MANY_TO_MANY,C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003,CONDITIONAL_WATER_SPATIAL_ELIGIBILITY,FALSE,,CONDITIONAL_MULTI_RELATION_REQUIRES_ADJUDICATION,SERVICE_MEMBERSHIP_AREA_PARTITION_AND_FRACTION_NOT_ESTABLISHED,"EVIDENCE_LEVEL=L1_OFFICIAL_HYDRAULIC_PRESENCE;GEOMETRY=POINT;RECORDS=4;UNIQUE_RAW_ENTITIES=4;FEATURE_ID_SHA256=075e11dda099a0a97d45ce4aadc59467877850445116e2ae66597eea604de9dd;SAMPLE_IDS=40045|40371|40383|40383|40388;SAMPLE_RAW_ENTITIES=COMITE DE  USUARIOS DE AGUA CANAL AGUA COLORADA|COMITE DE  USUARIOS DE AGUA CANAL CHULUCANAS BAJO;RAW_DISTRICT=El Carmen De La Frontera;RAW_PROVINCE=Huancabamba;DATE_RANGE=2025-07-29:2025-08-15; point location and license semantics do not prove service area, membership, fraction, or exhaustive coverage."
,Alto Piura,,,,MULTIPLE_GEOSNIRH_SOURCE_NAMES,HUARMACA,HUANCABAMBA,200304,CERTIFIED_EXACT_POLITICAL_LOCATION,NONEXHAUSTIVE_PRESENCE_ONLY,MANY_TO_MANY,C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003,CONDITIONAL_WATER_SPATIAL_ELIGIBILITY,FALSE,,CONDITIONAL_MULTI_RELATION_REQUIRES_ADJUDICATION,SERVICE_MEMBERSHIP_AREA_PARTITION_AND_FRACTION_NOT_ESTABLISHED,"EVIDENCE_LEVEL=L1_OFFICIAL_HYDRAULIC_PRESENCE;GEOMETRY=POINT;RECORDS=53;UNIQUE_RAW_ENTITIES=52;FEATURE_ID_SHA256=a8c3bbe5450e53db6f6d62d8b2d5a64f4adda97bee20427a029c3a9e0b526234;SAMPLE_IDS=6435|6541|6557|61866|69284;SAMPLE_RAW_ENTITIES=COMITE DE USUARIOS CANAL PIEDRA GRANDE|COMITE DE USUARIOS DE AGUA CANAL CALIXTRO LAGUNA BARROSA;RAW_DISTRICT=Huarmaca;RAW_PROVINCE=Huancabamba;DATE_RANGE=2019-05-21:2026-07-02; point location and license semantics do not prove service area, membership, fraction, or exhaustive coverage."
,Chinchipe Chamaya,,,,MULTIPLE_GEOSNIRH_SOURCE_NAMES,HUARMACA,HUANCABAMBA,200304,CERTIFIED_EXACT_POLITICAL_LOCATION,NONEXHAUSTIVE_PRESENCE_ONLY,MANY_TO_MANY,C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003,CONDITIONAL_WATER_SPATIAL_ELIGIBILITY,FALSE,,CONDITIONAL_MULTI_RELATION_REQUIRES_ADJUDICATION,SERVICE_MEMBERSHIP_AREA_PARTITION_AND_FRACTION_NOT_ESTABLISHED,"EVIDENCE_LEVEL=L1_OFFICIAL_HYDRAULIC_PRESENCE;GEOMETRY=POINT;RECORDS=20;UNIQUE_RAW_ENTITIES=20;FEATURE_ID_SHA256=362fbe87674136b5a64c044b02b2733eb556b3afc824c38da3c489c48a90bc24;SAMPLE_IDS=8516|9362|11532|41247|41805;SAMPLE_RAW_ENTITIES=COMITE DE USUARIOS DE AGUA CANAL ALISO, PASHUL, LA LUCUMA, TIERRA BLANCA, EL SAUCE, CASERIO CONGOÑA, DISTRITO HUARMACA, HBBA, PIURA.|COMITE DE USUARIOS DE AGUA CANAL EL CALABOZO;RAW_DISTRICT=Huarmaca;RAW_PROVINCE=Huancabamba;DATE_RANGE=2019-11-13:2025-12-16; point location and license semantics do not prove service area, membership, fraction, or exhaustive coverage."
,Chinchipe Chamaya,Junta de Usuarios del Sector Hidraulico Menor Huancabamba,Comision de Usuarios Los Laureles de Parguyuc,,,HUARMACA,HUANCABAMBA,200304,SUPPORTED_JURISDICTION,PARTIAL_KNOWN,MANY_TO_MANY,C0B2-HYD-007,CONDITIONAL_WATER_SPATIAL_ELIGIBILITY,FALSE,,CONDITIONAL_MULTI_RELATION_REQUIRES_ADJUDICATION,INSTITUTIONAL_MEMBERSHIP_WITHOUT_SERVICE_AREA_PARTITION,EVIDENCE_LEVEL=L2_INSTITUTIONAL_MEMBERSHIP; The official maintenance account explicitly associates Los Laureles de Parguyuc with Huarmaca. No district service fraction is available; the relation is nonexhaustive and cannot be propagated to all agricultural land.
,Motupe Olmos La Leche,,,,MULTIPLE_GEOSNIRH_SOURCE_NAMES,HUARMACA,HUANCABAMBA,200304,CERTIFIED_EXACT_POLITICAL_LOCATION,NONEXHAUSTIVE_PRESENCE_ONLY,MANY_TO_MANY,C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003,CONDITIONAL_WATER_SPATIAL_ELIGIBILITY,FALSE,,CONDITIONAL_MULTI_RELATION_REQUIRES_ADJUDICATION,SERVICE_MEMBERSHIP_AREA_PARTITION_AND_FRACTION_NOT_ESTABLISHED,"EVIDENCE_LEVEL=L1_OFFICIAL_HYDRAULIC_PRESENCE;GEOMETRY=POINT;RECORDS=22;UNIQUE_RAW_ENTITIES=22;FEATURE_ID_SHA256=f30c865ca0b43ef4d3d5a1ac36ea3015f906d24510493a56f60fca333f7e783f;SAMPLE_IDS=5531|6139|7350|41259|41634;SAMPLE_RAW_ENTITIES=COMITE DE USUARIOS  DEL CANAL DE RIEGO LA MATANZA|COMITE DE USUARIOS CANAL LA SHIHUA, CARRIZO, LAGUNA, PASALLO, NARANJA Y EL ACHIOTE;RAW_DISTRICT=Huarmaca;RAW_PROVINCE=Huancabamba;DATE_RANGE=2019-01-03:2025-11-28; point location and license semantics do not prove service area, membership, fraction, or exhaustive coverage."
,Alto Piura,,,,MULTIPLE_GEOSNIRH_SOURCE_NAMES,LALAQUIZ,HUANCABAMBA,200305,CERTIFIED_EXACT_POLITICAL_LOCATION,NONEXHAUSTIVE_PRESENCE_ONLY,PARTIAL_UNKNOWN,C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003,PARTIAL_COVERAGE_ONLY,FALSE,,NO_CONFIRMED_MULTI_SERVICE,SERVICE_MEMBERSHIP_AREA_PARTITION_AND_FRACTION_NOT_ESTABLISHED,"EVIDENCE_LEVEL=L1_OFFICIAL_HYDRAULIC_PRESENCE;GEOMETRY=POINT;RECORDS=44;UNIQUE_RAW_ENTITIES=43;FEATURE_ID_SHA256=54e41234db3bfeae3601f4d889b6d4975f114d3b7985f020d97f651dfe86ecde;SAMPLE_IDS=4417|4424|5242|29676|29698;SAMPLE_RAW_ENTITIES=COMITE DE USUARIOS DE AGUA DEL CANAL Y RESERVORIO EL CHIRIMOYO|COMITE DE USUARIOS DEL  CANAL GRANADILLO;RAW_DISTRICT=Lalaquiz;RAW_PROVINCE=Huancabamba;DATE_RANGE=2018-10-18:2023-01-09; point location and license semantics do not prove service area, membership, fraction, or exhaustive coverage."
,Alto Piura,,,,MULTIPLE_GEOSNIRH_SOURCE_NAMES,SAN MIGUEL DE EL FAIQUE,HUANCABAMBA,200306,CERTIFIED_EXACT_POLITICAL_LOCATION,NONEXHAUSTIVE_PRESENCE_ONLY,MANY_TO_MANY,C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003,CONDITIONAL_WATER_SPATIAL_ELIGIBILITY,FALSE,,CONDITIONAL_MULTI_RELATION_REQUIRES_ADJUDICATION,SERVICE_MEMBERSHIP_AREA_PARTITION_AND_FRACTION_NOT_ESTABLISHED,"EVIDENCE_LEVEL=L1_OFFICIAL_HYDRAULIC_PRESENCE;GEOMETRY=POINT;RECORDS=10;UNIQUE_RAW_ENTITIES=10;FEATURE_ID_SHA256=363be6d11797527641a5fceb7d1cc064ddcf2a690c47a5e2b5260e06973c0f6f;SAMPLE_IDS=4348|4352|7102|39966|40636;SAMPLE_RAW_ENTITIES=COMITE DE USUARIOS CANAL EL MERINO|COMITE DE USUARIOS CANAL EL PISHCOL;RAW_DISTRICT=San Miguel De El Faique;RAW_PROVINCE=Huancabamba;DATE_RANGE=2018-10-10:2025-08-27; point location and license semantics do not prove service area, membership, fraction, or exhaustive coverage."
,Chinchipe Chamaya,,,,MULTIPLE_GEOSNIRH_SOURCE_NAMES,SAN MIGUEL DE EL FAIQUE,HUANCABAMBA,200306,CERTIFIED_EXACT_POLITICAL_LOCATION,NONEXHAUSTIVE_PRESENCE_ONLY,MANY_TO_MANY,C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003,CONDITIONAL_WATER_SPATIAL_ELIGIBILITY,FALSE,,CONDITIONAL_MULTI_RELATION_REQUIRES_ADJUDICATION,SERVICE_MEMBERSHIP_AREA_PARTITION_AND_FRACTION_NOT_ESTABLISHED,"EVIDENCE_LEVEL=L1_OFFICIAL_HYDRAULIC_PRESENCE;GEOMETRY=POINT;RECORDS=5;UNIQUE_RAW_ENTITIES=5;FEATURE_ID_SHA256=c0b679014b74aece65e48a23ee08e524eade311713a14701a4e52a5203bff474;SAMPLE_IDS=7995|8441|12794|14942|39972;SAMPLE_RAW_ENTITIES=COMITE DE USUARIOS DE AGUA CANAL CITAN|COMITE DE USUARIOS DE AGUA CANAL LA BENDICION DE MI PADRE;RAW_DISTRICT=San Miguel De El Faique;RAW_PROVINCE=Huancabamba;DATE_RANGE=2019-09-24:2025-07-24; point location and license semantics do not prove service area, membership, fraction, or exhaustive coverage."
,Chinchipe Chamaya,Junta de Usuarios Valle Andino Huancabamba,Comision de Usuarios San Pablo de la Capilla,Bloque de Riego Los Chinguel,Quebrada Los Chinguel,SAN MIGUEL DE EL FAIQUE,HUANCABAMBA,200306,CERTIFIED_EXACT_SERVICE_RELATION,PARTIAL_KNOWN,MANY_TO_MANY,C0B2-GIS-003;C0B2-HYD-009,CONDITIONAL_WATER_SPATIAL_ELIGIBILITY,FALSE,,CONDITIONAL_MULTI_RELATION_REQUIRES_ADJUDICATION,NAMED_SERVICE_UNIT_WITHOUT_OFFICIAL_DISTRICT_PARTITION_OR_FRACTION,EVIDENCE_LEVEL=L3_NAMED_SERVICE_UNIT; ANA granted the named block license in San Miguel de El Faique. No district service fraction is available; the relation is nonexhaustive and cannot be propagated to all agricultural land.
,Chinchipe Chamaya,,,,MULTIPLE_GEOSNIRH_SOURCE_NAMES,SONDOR,HUANCABAMBA,200307,CERTIFIED_EXACT_POLITICAL_LOCATION,NONEXHAUSTIVE_PRESENCE_ONLY,PARTIAL_UNKNOWN,C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003,PARTIAL_COVERAGE_ONLY,FALSE,,NO_CONFIRMED_MULTI_SERVICE,SERVICE_MEMBERSHIP_AREA_PARTITION_AND_FRACTION_NOT_ESTABLISHED,"EVIDENCE_LEVEL=L1_OFFICIAL_HYDRAULIC_PRESENCE;GEOMETRY=POINT;RECORDS=39;UNIQUE_RAW_ENTITIES=39;FEATURE_ID_SHA256=f4b16771a5a96ddfb6737a7b04075466363936f0e905085f7ba0f0571bc34954;SAMPLE_IDS=6869|8442|9504|14515|36465;SAMPLE_RAW_ENTITIES=COMISIÓN DE USUARIOS DEL SUB SECTOR HIDRÁULICO QUEBRADA CHANTACO, SHUMAYA, TACARPO|COMITE DE USUARIOS DE AGUA CANAL EL CEDRO;RAW_DISTRICT=Sondor;RAW_PROVINCE=Huancabamba;DATE_RANGE=2019-07-17:2024-10-24; point location and license semantics do not prove service area, membership, fraction, or exhaustive coverage."
,Chinchipe Chamaya,Junta de Usuarios del Sector Hidraulico Menor Huancabamba,"Comision de Usuarios Quebrada Chantaco, Shumaya, Tacarpo",,Quebradas Chantaco y Shumaya,SONDOR,HUANCABAMBA,200307,SUPPORTED_JURISDICTION,PARTIAL_KNOWN,MANY_TO_MANY,C0B2-GIS-003;C0B2-HYD-007,INSTITUTIONAL_MEMBERSHIP_ONLY,FALSE,,NO_CONFIRMED_MULTI_SERVICE,INSTITUTIONAL_MEMBERSHIP_WITHOUT_SERVICE_AREA_PARTITION,EVIDENCE_LEVEL=L2_INSTITUTIONAL_MEMBERSHIP; GeoSNIRH records and the official maintenance account locate the named commission family in Sondor. No district service fraction is available; the relation is nonexhaustive and cannot be propagated to all agricultural land.
,Chinchipe Chamaya,,,,MULTIPLE_GEOSNIRH_SOURCE_NAMES,SONDORILLO,HUANCABAMBA,200308,CERTIFIED_EXACT_POLITICAL_LOCATION,NONEXHAUSTIVE_PRESENCE_ONLY,PARTIAL_UNKNOWN,C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003,SPATIALLY_ELIGIBLE_AFTER_SERVICE_PARTITION_OR_SUBINDEX,FALSE,,CONFIRMED_MULTI_SERVICE_DOUBLE_COUNTING_RISK,SERVICE_MEMBERSHIP_AREA_PARTITION_AND_FRACTION_NOT_ESTABLISHED,"EVIDENCE_LEVEL=L1_OFFICIAL_HYDRAULIC_PRESENCE;GEOMETRY=POINT;RECORDS=27;UNIQUE_RAW_ENTITIES=27;FEATURE_ID_SHA256=6f19dd9f4fb6badf991a566230925ceff69a325d8cbeb72e660cfa37eba6e6f4;SAMPLE_IDS=5411|6237|6238|13939|13941;SAMPLE_RAW_ENTITIES=COMISION DE USUARIOS DEL SUB SECTOR HIDRAULICO CANAL TIERRAS AMARILLAS|COMITE DE USUARIOS CANAL EL ALISO;RAW_DISTRICT=Sondorillo;RAW_PROVINCE=Huancabamba;DATE_RANGE=2018-12-28:2020-12-28; point location and license semantics do not prove service area, membership, fraction, or exhaustive coverage."
,Chinchipe Chamaya,Junta de Usuarios Valle Andino Huancabamba,,Bloque de Riego El Molle,Quebrada Cascapampa / Canal Las Pampas / Canal El Molle,SONDORILLO,HUANCABAMBA,200308,CERTIFIED_EXACT_SERVICE_RELATION,PARTIAL_KNOWN,MANY_TO_MANY,C0B2-GIS-003;C0B2-HYD-013;C0B2-HYD-027,SPATIALLY_ELIGIBLE_AFTER_SERVICE_PARTITION_OR_SUBINDEX,FALSE,,CONFIRMED_MULTI_SERVICE_DOUBLE_COUNTING_RISK,NAMED_SERVICE_UNIT_WITHOUT_OFFICIAL_DISTRICT_PARTITION_OR_FRACTION,EVIDENCE_LEVEL=L3_NAMED_SERVICE_UNIT; ANA RD 1417-2016 independently establishes Bloque de Riego El Molle and Canal Las Pampas/Canal El Molle in Sondorillo; GeoSNIRH remains L1 corroboration only. No district service fraction is available; the relation is nonexhaustive.;HISTORICAL_JUNTA_LABEL=JUNTA_VALLE_ANDINO_HUANCABAMBA;CURRENT_CANONICAL_LINEAGE=JUNTA_HUANCABAMBA;COMMITTEE_CONTEXT=Comite de Usuarios de Agua Canal Las Pampas;NOT_A_COMMISSION_OR_SUBSECTOR
,Chinchipe Chamaya,Junta de Usuarios del Sector Hidraulico Menor Huancabamba,Comision de Usuarios Cascapampa,,Represa / Quebrada Cascapampa,SONDORILLO,HUANCABAMBA,200308,CERTIFIED_EXACT_SERVICE_RELATION,PARTIAL_KNOWN,MANY_TO_MANY,C0B2-HYD-007;C0B2-HYD-012,SPATIALLY_ELIGIBLE_AFTER_SERVICE_PARTITION_OR_SUBINDEX,FALSE,,CONFIRMED_MULTI_SERVICE_DOUBLE_COUNTING_RISK,PARTIAL_SERVICE_RELATION_WITHOUT_COMPLETE_DISTRICT_PARTITION,EVIDENCE_LEVEL=L3_SERVICE_AREA_RELATION; Official records locate the named commission and irrigation service context in Sondorillo. No district service fraction is available; the relation is nonexhaustive and cannot be propagated to all agricultural land.
,Chinchipe Chamaya,Junta de Usuarios del Sector Hidraulico Menor Huancabamba,Comision de Usuarios Tierras Amarillas,,Quebrada Cascapampa,SONDORILLO,HUANCABAMBA,200308,CERTIFIED_EXACT_SERVICE_RELATION,PARTIAL_KNOWN,MANY_TO_MANY,C0B2-GIS-003;C0B2-HYD-007;C0B2-HYD-012,SPATIALLY_ELIGIBLE_AFTER_SERVICE_PARTITION_OR_SUBINDEX,FALSE,,CONFIRMED_MULTI_SERVICE_DOUBLE_COUNTING_RISK,PARTIAL_SERVICE_RELATION_WITHOUT_COMPLETE_DISTRICT_PARTITION,EVIDENCE_LEVEL=L3_SERVICE_AREA_RELATION; Official records locate the named commission and irrigation service context in Sondorillo. No district service fraction is available; the relation is nonexhaustive and cannot be propagated to all agricultural land.
