EVIDENCE_ID,DOMAIN,SOURCE_TIER,SOURCE_AUTHORITY,SOURCE_TITLE,SOURCE_DATE,SOURCE_URL,SOURCE_DOCUMENT_TYPE,PAGE_OR_SECTION,ENTITY_TYPE,ENTITY_NAME,CLAIM_TYPE,RAW_PLACE_NAME,DISTRICT_NAME,PROVINCE_NAME,UBIGEO,EVIDENCE_SCOPE,EXHAUSTIVENESS_STATUS,EVIDENCE_STATUS,EXACT_FINDING,LIMITATION,NOTES
C0B2-HYD-011,IRRIGATION_BLOCK,H3_PRIMARY_OFFICIAL_INSTITUTIONAL_EVIDENCE,Autoridad Nacional del Agua,3571 hectareas beneficiadas con entrega de licencias de uso de agua en Chira,2014-05-16,https://www.gob.pe/institucion/ana/noticias/138859-3-571-hectareas-beneficiadas-con-entrega-de-licencias-de-uso-de-agua-en-chira,GOB_PE_PRESS_RELEASE,Nota de prensa,IRRIGATION_BLOCK_FAMILY,Poechos Somate;Maran Santa Rosa;La Limonera;Parkinsonia;Comision Daniel Escobar;Junta Chira,L3_NAMED_SERVICE_UNIT,Chira;canal Daniel Escobar,,,,NAMED_SERVICE_UNITS_WITHOUT_DISTRICT_ASSIGNMENT,PARTIAL_KNOWN,SUPPORTED_PARTIAL_PRESENCE,ANA names four Chira irrigation blocks and links them to Daniel Escobar commission and Chira board.,"A named irrigation block/service unit is not an official geometric or area partition, does not define a district share, and supplies no numeric service fraction.",Registry evidence only; no invented political match.
C0B2-HYD-012,IRRIGATION_SERVICE_AREA,H3_PRIMARY_OFFICIAL_INSTITUTIONAL_EVIDENCE,Gobierno Regional Piura,GORE invertira 27 millones de soles en construccion de represa Cascapampa,2023-01-17,https://www.gob.pe/institucion/regionpiura/noticias/702497-gore-invertira-27-millones-de-soles-en-construccion-de-represa-cascapampa,GOB_PE_PRESS_RELEASE,Nota de prensa,IRRIGATION_PROJECT_OR_SERVICE_AREA,Represa Cascapampa;Comisiones Cascapampa y Tierras Amarillas,L3_SERVICE_AREA_RELATION,Sondorillo,SONDORILLO,HUANCABAMBA,200308,NAMED_PARTIAL_SERVICE_AREA,PARTIAL_KNOWN,CERTIFIED_EXACT_SERVICE_RELATION,Official project record locates Cascapampa reservoir and two commission service contexts in Sondorillo.,Project hectares are not a district service fraction and future scope is not complete current service.,"Classified as irrigation project/service context, not an operational hydraulic system."
C0B2-HYD-013,IRRIGATION_BLOCK,H2_EXACT_OFFICIAL_ADMINISTRATIVE_RECORD,Autoridad Nacional del Agua / GeoSNIRH,SERV_Formalizacion record Formalizacion.9358,2020-01-20,https://geosnirh.ana.gob.pe/server/services/P%C3%BAblico/SERV_Formalizacion/MapServer/WFSServer?service=WFS&request=GetFeature&typeName=SERV_Formalizacion%3AFormalizacion&outputFormat=CSV,OFFICIAL_WFS_CSV_RECORD,ID_Resolucion=9358;ResFile=33-RD-0053-2020-03.pdf,FORMALIZATION_LICENSE_POINT_WITH_NAMED_BLOCK_TEXT,Canal Chajapampa - Bloque de Riego El Molle,L1_NAMED_FORMALIZATION_POINT_CORROBORATION,Sondorillo;Huancabamba;Piura,SONDORILLO,HUANCABAMBA,200308,POINT_PRESENCE_CORROBORATION_ONLY,NONEXHAUSTIVE_PRESENCE_ONLY,SUPPORTED_PARTIAL_PRESENCE,GeoSNIRH point text names Bloque de Riego El Molle in Sondorillo but does not independently establish an L3 service relation.,A formalization point is not a service polygon and cannot be the sole L3 basis.,Stable feature ID Formalizacion.9358; exact raw name retained as L1 corroboration only.
C0B2-HYD-014,IRRIGATION_SERVICE_AREA,H3_PRIMARY_OFFICIAL_INSTITUTIONAL_EVIDENCE,Gobierno Regional Piura,Gore avanza con trabajos en Canal Chicope Huancabamba,2022-03-16,https://www.gob.pe/institucion/regionpiura/noticias/590746-gore-avanza-con-trabajos-en-canal-chicope-huancabamba,GOB_PE_PRESS_RELEASE,Nota de prensa,CANAL_SERVICE_RELATION,Canal Chicope-Cajunga,L3_SERVICE_AREA_RELATION,Huancabamba,HUANCABAMBA,HUANCABAMBA,200301,NAMED_PARTIAL_SERVICE_AREA,PARTIAL_KNOWN,CERTIFIED_EXACT_SERVICE_RELATION,Official project record locates a named irrigation canal service in Huancabamba district.,Project beneficiaries and hectares do not define complete district service or a service fraction.,RAW_NON_JUNTA_LABEL=Junta de Usuarios del Canal Chicope;ENTITY_TYPE_CORRECTION=CANAL_CHICOPE_CAJUNGA_IS_INFRASTRUCTURE;NOT_A_JUNTA.
C0B2-HYD-015,COMMISSION,H2_EXACT_OFFICIAL_ADMINISTRATIVE_RECORD,Autoridad Nacional del Agua,Resolucion Administrativa N. 0354-2024-ANA-AAA.JZ-ALA.SL,2024-12-27,https://www.ana.gob.pe/sites/default/files/normatividad/files/RA.354.2024.pdf,OFFICIAL_ANA_RESOLUTION_PDF,Current San Lorenzo commission roster,CURRENT_EXHAUSTIVE_COMMISSION_ROSTER,San Isidro I-II;TJ 05;Hualtaco III;Tejedores;M-Malingas;Chipillico Bajo;Hualtaco I-II-IV;Valle de los Incas;Somate Bajo;Yuscay Tablazo Alto;TG-Malingas;Somate Alto;Algarrobo Valle Hermoso;Quiroz-Paimas;Quebrada Tototal;Chipillico Alto,CURRENT_OFFICIAL_COMMISSION_ROSTER,Somate Alto;Somate Bajo,,,,SAN_LORENZO_CURRENT_16_COMMISSION_ENTITIES,COMPLETE_EXHAUSTIVE,SUPPORTED_JURISDICTION,"The current ANA roster names all 16 San Lorenzo commissions, including Somate Alto, Somate Bajo, and exact source spelling Quebrada Tototal.","The current exhaustive scope is San Lorenzo only; no exhaustive current total for all Piura is established.",CURRENT_EXHAUSTIVE_COMMISSION_ROSTER_VERIFIED_SCOPE=SAN_LORENZO_ONLY;CURRENT_EXHAUSTIVE_SAN_LORENZO_COMMISSION_N=16;CROSS_TEMPORAL_CONTEXTUAL_INVENTORY_N=50;QUEBRADA_TOTORAL_IS_SEPARATELY_SOURCED_ALIAS_IN_C0B2_HYD_006.
C0B2-HYD-016,IRRIGATION_SERVICE_AREA,H2_EXACT_OFFICIAL_ADMINISTRATIVE_RECORD,Municipalidad Distrital de Amotape,Resolucion de Alcaldia N. 227-2024-MDA-ALC,2024-09-19,https://www.gob.pe/institucion/muniamotape/normas-legales/6785347-227-2024-mda-alc,OFFICIAL_MUNICIPAL_RESOLUTION,Project service relation,IRRIGATION_SYSTEM,Sistema de riego La Rinconada - Comuneros Directos - San Jorge,L3_SERVICE_AREA_RELATION,Amotape,AMOTAPE,PAITA,200502,NAMED_PARTIAL_SERVICE_RELATION,PARTIAL_KNOWN,CERTIFIED_EXACT_SERVICE_RELATION,The official resolution locates an irrigation-system expansion serving named agricultural sectors in Amotape.,"Project scope does not establish complete district service, an official district partition, or a numeric fraction.",Former unresolved district corrected at exact L3 nonexhaustive service strength.
C0B2-HYD-017,IRRIGATION_SERVICE_AREA,H2_EXACT_OFFICIAL_ADMINISTRATIVE_RECORD,Autoridad Nacional del Agua,"Piura: se generan 21,141 jornales para limpieza y mantenimiento de canales de riego en Pueblo Nuevo de Colan y El Arenal",2023-09-13,https://www.gob.pe/institucion/ana/noticias/834369-piura-se-generan-21-141-jornales-para-limpieza-y-mantenimiento-de-canales-de-riego-en-sectores-pueblo-nuevo-de-colan-y-el-arenal,GOB_PE_PRESS_RELEASE,Nota de prensa,COMMISSION_AND_CANAL_SERVICE,Comision de Usuarios del Subsector Hidraulico El Arenal;canales de El Arenal,L3_SERVICE_AREA_RELATION,El Arenal,ARENAL,PAITA,200503,NAMED_PARTIAL_SERVICE_RELATION,PARTIAL_KNOWN,CERTIFIED_EXACT_SERVICE_RELATION,ANA identifies the El Arenal user commission/subsector and active canal-maintenance service in Arenal district.,Maintenance evidence is nonexhaustive and supplies no complete district service area or fraction.,Institutional membership and actual service relation are distinct from a partition.
C0B2-HYD-018,IRRIGATION_SERVICE_AREA,H2_EXACT_OFFICIAL_ADMINISTRATIVE_RECORD,Municipalidad Distrital de Colan,Ceremonia de colocacion de primera piedra: canal Santa Elena - San Francisco,2024-03-12,https://www.gob.pe/institucion/municolan/noticias/918761-ceremonia-de-colocacion-de-primera-piedra-canal-santa-elena-san-francisco,GOB_PE_PRESS_RELEASE,Nota de prensa,CANAL_SERVICE_RELATION,Canal Santa Elena - San Francisco;Comision de Usuarios del Subsector Hidraulico El Arenal,L3_SERVICE_AREA_RELATION,Colan,COLAN,PAITA,200504,NAMED_PARTIAL_SERVICE_RELATION,PARTIAL_KNOWN,CERTIFIED_EXACT_SERVICE_RELATION,The official municipal record locates the Santa Elena - San Francisco irrigation canal and El Arenal commission context in Colan.,"The project record does not establish exhaustive district coverage, partition, or fraction.",Colan and Arenal remain separate political districts sharing an institutional context.
C0B2-HYD-019,IRRIGATION_SERVICE_AREA,H2_EXACT_OFFICIAL_ADMINISTRATIVE_RECORD,Gobierno Regional Piura - GSRLCC,Se inaugurara canal de regadio SD06 La Huaca,2022-11-08,https://www.gob.pe/institucion/regionpiura-gsrlcc/noticias/667597-se-inaugurara-canal-de-regadio-en-la-huaca-sd06-la-huaca-que-beneficiara-a-las-de-127-usuarios,GOB_PE_PRESS_RELEASE,Nota de prensa,CANAL_SERVICE_RELATION,Canal de regadio SD06 La Huaca,L3_SERVICE_AREA_RELATION,La Huaca,LA HUACA,PAITA,200505,NAMED_PARTIAL_SERVICE_RELATION,PARTIAL_KNOWN,CERTIFIED_EXACT_SERVICE_RELATION,The official regional record locates a completed irrigation canal service in La Huaca district.,"Beneficiary counts do not establish complete district coverage, an area partition, or a service fraction.",No unsupported Junta or major-system parent is inferred.
C0B2-HYD-020,IRRIGATION_SERVICE_AREA,H2_EXACT_OFFICIAL_ADMINISTRATIVE_RECORD,Proyecto Especial Chira Piura,Recorrido por el canal Miguel Checa con representantes de ANIN,2024-07-06,https://www.gob.pe/institucion/pechp/noticias/987640-se-realiza-recorrido-por-el-canal-miguel-checa-con-los-representantes-de-la-autoridad-nacional-de-infraestructura-anin,GOB_PE_PRESS_RELEASE,Nota de prensa,CANAL_SERVICE_RELATION,Canal Miguel Checa;Junta de Usuarios del Sector Hidraulico Chira,L3_SERVICE_AREA_RELATION,Tamarindo,TAMARINDO,PAITA,200506,NAMED_PARTIAL_SERVICE_RELATION,PARTIAL_KNOWN,CERTIFIED_EXACT_SERVICE_RELATION,PECHP identifies Canal Miguel Checa irrigation service reaching Tamarindo within the Chira organizational scope.,Canal reach does not provide an exhaustive district partition or numeric service fraction.,Chira is represented as a minor-sector/Junta scope within the Chira-Piura major system.
C0B2-HYD-021,IRRIGATION_SERVICE_AREA,H2_EXACT_OFFICIAL_ADMINISTRATIVE_RECORD,Programa de Desarrollo Productivo Agrario Rural,Agro Rural inicia cuatro obras de riego en Piura,2016-10-03,https://www.gob.pe/institucion/agrorural/noticias/528060-agro-rural-inicia-04-obras-de-riego-en-los-distritos-de-la-matanza-vichayal-huancabamba-y-huarmaca-piura,GOB_PE_PRESS_RELEASE,Nota de prensa,IRRIGATION_SYSTEM,Sistema de Riego Las Valencias,L3_SERVICE_AREA_RELATION,Vichayal,VICHAYAL,PAITA,200507,NAMED_PARTIAL_SERVICE_RELATION,PARTIAL_KNOWN,CERTIFIED_EXACT_SERVICE_RELATION,The official Agro Rural record locates the Las Valencias irrigation-system work in Vichayal district.,"Works evidence does not establish complete district service, a partition, or a fraction.",EXACT_SOURCE_DATE_VERIFIED=2016-10-03; no unsupported institutional hierarchy is inferred.
C0B2-HYD-022,IRRIGATION_SERVICE_AREA,H2_EXACT_OFFICIAL_ADMINISTRATIVE_RECORD,Municipalidad Distrital de Miguel Checa,Avances en el canal de riego de Jibito,2025-04-08,https://www.gob.pe/institucion/munimiguelcheca/noticias/1154235-avances-en-el-canal-de-riego-de-jibito-alcalde-pedro-zapata-socola-reafirma-compromiso-con-el-desarrollo-agricola,GOB_PE_PRESS_RELEASE,Nota de prensa,CANAL_SERVICE_RELATION,Canales Jibito;Pajaro Bobo;La Anita;Chacras Viejas,L3_SERVICE_AREA_RELATION,Miguel Checa,MIGUEL CHECA,SULLANA,200606,NAMED_PARTIAL_SERVICE_RELATION,PARTIAL_KNOWN,CERTIFIED_EXACT_SERVICE_RELATION,The official municipal record locates active irrigation-canal service works in Miguel Checa district.,"The named canals do not establish exhaustive district coverage, partition, or fraction.",EXACT_SOURCE_DATE_VERIFIED=2025-04-08; no unsupported Junta assignment is inferred.
C0B2-HYD-023,IRRIGATION_SERVICE_AREA,H2_EXACT_OFFICIAL_ADMINISTRATIVE_RECORD,Municipalidad Distrital de Querecotillo,Mejoramiento del servicio de agua del sistema de riego del canal San Agustin,2023-12-27,https://www.gob.pe/institucion/muniquerecotillo/noticias/888036-trabajos-de-mejoramiento-del-servicio-de-agua-del-sistema-de-riego-del-canal-san-agustin-a-ritmo-acelerado,GOB_PE_PRESS_RELEASE,Nota de prensa,CANAL_SERVICE_RELATION,Canal San Agustin,L3_SERVICE_AREA_RELATION,Querecotillo,QUERECOTILLO,SULLANA,200607,NAMED_PARTIAL_SERVICE_RELATION,PARTIAL_KNOWN,CERTIFIED_EXACT_SERVICE_RELATION,The official municipal record locates improvement of irrigation-water service through Canal San Agustin in Querecotillo.,"The project does not establish complete district service, a partition, or a fraction.",No unsupported institutional hierarchy is inferred.
C0B2-HYD-024,IRRIGATION_SERVICE_AREA,H2_EXACT_OFFICIAL_ADMINISTRATIVE_RECORD,Direccion Regional de Agricultura Piura,Resolucion Directoral Regional N. 273-2024-GOBIERNO REGIONAL PIURA-DRA-DR,2024-09-20,https://www.gob.pe/institucion/regionpiura-dra/normas-legales/6014878-n-273-2024-gobierno-regional-piura-dra-dr,OFFICIAL_REGIONAL_RESOLUTION,Completed project liquidation,CANAL_SERVICE_RELATION,Canal Miguel Checa,L3_SERVICE_AREA_RELATION,Salitral,SALITRAL,SULLANA,200608,NAMED_PARTIAL_SERVICE_RELATION,PARTIAL_KNOWN,CERTIFIED_EXACT_SERVICE_RELATION,The official resolution documents a completed gravity-irrigation project relation involving Canal Miguel Checa and Salitral.,"Project completion does not establish exhaustive district coverage, partition, or fraction.",Triangulates service presence independently from the Bolsanada service-unit record.
C0B2-HYD-025,IRRIGATION_BLOCK,H2_EXACT_OFFICIAL_ADMINISTRATIVE_RECORD,Gobierno Regional Piura - GSRLCC,Resolucion de Gerencia N. 1013-2023-GSRLCC,2023-12-06,https://www.gob.pe/institucion/regionpiura-gsrlcc/normas-legales/tipos/110-resolucion-de-gerencia?filter%5Border%5D=publication_desc&sheet=110,OFFICIAL_RESOLUTION_LISTING,Resolution 1013-2023-GSRLCC,IRRIGATION_BLOCK,Bloque de Riego Bolsanada,L3_NAMED_SERVICE_UNIT,Salitral;Sullana;Piura,SALITRAL,SULLANA,200608,NAMED_SERVICE_UNIT_IN_DISTRICT,PARTIAL_KNOWN,CERTIFIED_EXACT_SERVICE_RELATION,"The official resolution listing locates cleaning and desilting of Canal Bloque de Riego Bolsanada in Salitral, Sullana.",A named irrigation block/service unit is not an official geometric or area partition and supplies no numeric service fraction.,Eighth named irrigation block; fourth district with a named service unit.
C0B2-HYD-026,IRRIGATION_SERVICE_AREA,H2_EXACT_OFFICIAL_ADMINISTRATIVE_RECORD,Gobierno Regional Piura,Resolucion Administrativa N. 056-2018,2018-02-16,https://www.gob.pe/institucion/regionpiura/normas-legales/661633-56-2018-resoluciones-administrativas,OFFICIAL_REGIONAL_RESOLUTION,Transfer of supervision,COMMISSION_AND_CANAL_SERVICE,Comision de Usuarios del Subsector Hidraulico San Andres;Cerritos;La Carmela;Los Tubos;La Cruz,L3_SERVICE_AREA_RELATION,Cristo Nos Valga;Sechura,CRISTO NOS VALGA,SECHURA,200804,NAMED_PARTIAL_SERVICE_RELATION,PARTIAL_KNOWN,CERTIFIED_EXACT_SERVICE_RELATION,The official record links four irrigation works in Cristo Nos Valga to the San Andres commission under the Sechura Junta/sector.,The relation is nonexhaustive and supplies no complete district service area or fraction.,CANONICAL_PARENT=JUNTA_SECTOR_SECHURA;REJECTED_INCORRECT_SEED=MEDIO_Y_BAJO_PIURA.
C0B2-HYD-027,IRRIGATION_BLOCK,H2_EXACT_OFFICIAL_ADMINISTRATIVE_RECORD,Autoridad Nacional del Agua,Resolucion Directoral N. 1417-2016-ANA-AAA.M,2016-10-03,https://www.ana.gob.pe/sites/default/files/normatividad/files/rd-1417-2016-07.pdf,OFFICIAL_ANA_RESOLUTION_PDF,Pages 1-6;Articles 1-5,IRRIGATION_BLOCK_AND_COMMITTEE_SERVICE_RELATION,Bloque de Riego El Molle;Comite de Usuarios de Agua Canal Las Pampas;Junta de Usuarios Valle Andino Huancabamba,L3_NAMED_SERVICE_UNIT,Las Pampas;Sondorillo;Huancabamba;Piura,SONDORILLO,HUANCABAMBA,200308,NAMED_SERVICE_UNIT_IN_DISTRICT,PARTIAL_KNOWN,CERTIFIED_EXACT_SERVICE_RELATION,"ANA RD 1417-2016 grants an agricultural surface-water license for Bloque de Riego El Molle through Canal Las Pampas/Canal El Molle from Quebrada Cascapampa in Sondorillo, benefiting 91 users and 61.25 ha.","The licensed block is a partial service relation, not a complete district partition or district service fraction.",INDEPENDENT_NON_GEOSNIRH_L3_PROVENANCE;HISTORICAL_JUNTA_LABEL=JUNTA_VALLE_ANDINO_HUANCABAMBA;CURRENT_CANONICAL_LINEAGE=JUNTA_HUANCABAMBA;COMMITTEE_NOT_COMMISSION_OR_SUBSECTOR.
C0B2-HYD-028,JUNTA,H2_EXACT_OFFICIAL_ADMINISTRATIVE_RECORD,Autoridad Nacional del Agua,Juntas de Piura conocieron proyecto de Ley que Fortalece a Organizaciones de Usuarios del Agua,2018-08-23,https://www.gob.pe/institucion/ana/noticias/136909-juntas-de-piura-conocieron-proyecto-de-ley-que-fortalece-a-organizaciones-de-usuarios-del-agua,GOB_PE_PRESS_RELEASE,Nota de prensa,CURRENT_CANONICAL_PIURA_JUNTA_ROSTER,Junta de Usuarios de Chira;Junta de Usuarios de Sechura;Junta de Usuarios de Huancabamba;Junta de Usuarios Medio y Bajo Piura;Junta de Usuarios Alto Piura;Junta de Usuarios San Lorenzo,CURRENT_CANONICAL_PIURA_JUNTA_SET,Piura,,,,PIURA_CURRENT_CANONICAL_SIX_JUNTA_ENTITIES,COMPLETE_EXHAUSTIVE,SUPPORTED_JURISDICTION,"ANA names the six source-supported Piura Juntas, including Alto Piura and Huancabamba.","This organizational roster does not establish district service membership, service polygons, partitions, or fractions.",CURRENT_CANONICAL_PIURA_JUNTAS_N=6;HISTORICAL_VALLE_ANDINO_LABEL_MAPS_TO_HUANCABAMBA_LINEAGE;CANAL_CHICOPE_IS_NOT_A_JUNTA.
