AUDIT_TYPE,UBIGEO,COD_CULTIVO,CROP_STD,ANO,TEMPORAL_ROLE,DIAGNOSTIC_LAG_MONTHS,HARVEST_DENOMINATOR,HARVEST_SUPPORT_STATUS,PRIOR_YEAR_PREDECESSOR_HARVEST_SHARE,PRIOR_YEAR_PREDECESSOR_MONTHS_REQUIRED,PRIOR_YEAR_PREDECESSOR_MONTHS_OBSERVED,SUPPORT_STATUS,ATTRIBUTION_STATUS,DESCRIPTIVE_ONLY,JAN_MAR_HARVEST_SHARE,PRODUCTION_DENOMINATOR,PRODUCTION_SUPPORT_STATUS,JAN_MAR_PRODUCTION_SHARE
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2018,MAIN_TEMPORAL_STRUCTURE,4.0,27.0,POSITIVE,0.0,4.0,4.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2018,MAIN_TEMPORAL_STRUCTURE,5.0,27.0,POSITIVE,0.0,5.0,5.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2018,MAIN_TEMPORAL_STRUCTURE,6.0,27.0,POSITIVE,0.5555555555555556,6.0,5.0,PARTIAL_OR_UNOBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2018,MAIN_TEMPORAL_STRUCTURE,7.0,27.0,POSITIVE,0.6296296296296297,7.0,6.0,PARTIAL_OR_UNOBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2018,MAIN_TEMPORAL_STRUCTURE,8.0,27.0,POSITIVE,0.6296296296296297,8.0,7.0,PARTIAL_OR_UNOBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2018,MAIN_TEMPORAL_STRUCTURE,9.0,27.0,POSITIVE,0.6296296296296297,9.0,8.0,PARTIAL_OR_UNOBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2018,MAIN_TEMPORAL_STRUCTURE,10.0,27.0,POSITIVE,0.6296296296296297,10.0,9.0,PARTIAL_OR_UNOBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2018,MAIN_TEMPORAL_STRUCTURE,11.0,27.0,POSITIVE,0.6296296296296297,11.0,10.0,PARTIAL_OR_UNOBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2018,MAIN_TEMPORAL_STRUCTURE,12.0,27.0,POSITIVE,1.0,12.0,11.0,PARTIAL_OR_UNOBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2019,MAIN_TEMPORAL_STRUCTURE,1.0,31.0,POSITIVE,0.1935483870967742,1.0,1.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2019,MAIN_TEMPORAL_STRUCTURE,2.0,31.0,POSITIVE,0.1935483870967742,2.0,2.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2019,MAIN_TEMPORAL_STRUCTURE,3.0,31.0,POSITIVE,0.1935483870967742,3.0,3.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2019,MAIN_TEMPORAL_STRUCTURE,4.0,31.0,POSITIVE,0.1935483870967742,4.0,4.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2019,MAIN_TEMPORAL_STRUCTURE,5.0,31.0,POSITIVE,0.1935483870967742,5.0,5.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2019,MAIN_TEMPORAL_STRUCTURE,6.0,31.0,POSITIVE,0.1935483870967742,6.0,6.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2019,MAIN_TEMPORAL_STRUCTURE,7.0,31.0,POSITIVE,0.903225806451613,7.0,7.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2019,MAIN_TEMPORAL_STRUCTURE,8.0,31.0,POSITIVE,0.903225806451613,8.0,8.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2019,MAIN_TEMPORAL_STRUCTURE,9.0,31.0,POSITIVE,0.903225806451613,9.0,9.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2019,MAIN_TEMPORAL_STRUCTURE,10.0,31.0,POSITIVE,0.903225806451613,10.0,10.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2019,MAIN_TEMPORAL_STRUCTURE,11.0,31.0,POSITIVE,0.903225806451613,11.0,11.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2019,MAIN_TEMPORAL_STRUCTURE,12.0,31.0,POSITIVE,1.0,12.0,12.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2020,MAIN_TEMPORAL_STRUCTURE,1.0,39.0,POSITIVE,0.3333333333333333,1.0,1.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2020,MAIN_TEMPORAL_STRUCTURE,2.0,39.0,POSITIVE,0.3333333333333333,2.0,2.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2020,MAIN_TEMPORAL_STRUCTURE,3.0,39.0,POSITIVE,0.3333333333333333,3.0,3.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2020,MAIN_TEMPORAL_STRUCTURE,4.0,39.0,POSITIVE,0.3333333333333333,4.0,4.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2020,MAIN_TEMPORAL_STRUCTURE,5.0,39.0,POSITIVE,0.3333333333333333,5.0,5.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2020,MAIN_TEMPORAL_STRUCTURE,6.0,39.0,POSITIVE,0.5384615384615384,6.0,6.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2020,MAIN_TEMPORAL_STRUCTURE,7.0,39.0,POSITIVE,0.6666666666666666,7.0,7.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2020,MAIN_TEMPORAL_STRUCTURE,8.0,39.0,POSITIVE,0.6666666666666666,8.0,8.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2020,MAIN_TEMPORAL_STRUCTURE,9.0,39.0,POSITIVE,0.6666666666666666,9.0,9.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2020,MAIN_TEMPORAL_STRUCTURE,10.0,39.0,POSITIVE,0.6666666666666666,10.0,10.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2020,MAIN_TEMPORAL_STRUCTURE,11.0,39.0,POSITIVE,0.6666666666666666,11.0,11.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2020,MAIN_TEMPORAL_STRUCTURE,12.0,39.0,POSITIVE,1.0,12.0,12.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2021,MAIN_TEMPORAL_STRUCTURE,1.0,29.0,POSITIVE,0.0,1.0,1.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2021,MAIN_TEMPORAL_STRUCTURE,2.0,29.0,POSITIVE,0.0,2.0,2.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2021,MAIN_TEMPORAL_STRUCTURE,3.0,29.0,POSITIVE,0.0,3.0,3.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2021,MAIN_TEMPORAL_STRUCTURE,4.0,29.0,POSITIVE,0.0,4.0,4.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2021,MAIN_TEMPORAL_STRUCTURE,5.0,29.0,POSITIVE,0.0,5.0,5.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2021,MAIN_TEMPORAL_STRUCTURE,6.0,29.0,POSITIVE,0.27586206896551724,6.0,6.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2021,MAIN_TEMPORAL_STRUCTURE,7.0,29.0,POSITIVE,0.5517241379310345,7.0,7.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2021,MAIN_TEMPORAL_STRUCTURE,8.0,29.0,POSITIVE,0.5517241379310345,8.0,8.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2021,MAIN_TEMPORAL_STRUCTURE,9.0,29.0,POSITIVE,0.5517241379310345,9.0,9.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2021,MAIN_TEMPORAL_STRUCTURE,10.0,29.0,POSITIVE,0.5517241379310345,10.0,10.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2021,MAIN_TEMPORAL_STRUCTURE,11.0,29.0,POSITIVE,0.5517241379310345,11.0,11.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2021,MAIN_TEMPORAL_STRUCTURE,12.0,29.0,POSITIVE,1.0,12.0,12.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2022,MAIN_TEMPORAL_STRUCTURE,1.0,5.0,POSITIVE,0.0,1.0,1.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2022,MAIN_TEMPORAL_STRUCTURE,2.0,5.0,POSITIVE,0.0,2.0,2.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2022,MAIN_TEMPORAL_STRUCTURE,3.0,5.0,POSITIVE,0.0,3.0,3.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2022,MAIN_TEMPORAL_STRUCTURE,4.0,5.0,POSITIVE,0.0,4.0,4.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2022,MAIN_TEMPORAL_STRUCTURE,5.0,5.0,POSITIVE,1.0,5.0,5.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2022,MAIN_TEMPORAL_STRUCTURE,6.0,5.0,POSITIVE,1.0,6.0,6.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2022,MAIN_TEMPORAL_STRUCTURE,7.0,5.0,POSITIVE,1.0,7.0,7.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2022,MAIN_TEMPORAL_STRUCTURE,8.0,5.0,POSITIVE,1.0,8.0,8.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2022,MAIN_TEMPORAL_STRUCTURE,9.0,5.0,POSITIVE,1.0,9.0,9.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2022,MAIN_TEMPORAL_STRUCTURE,10.0,5.0,POSITIVE,1.0,10.0,10.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2022,MAIN_TEMPORAL_STRUCTURE,11.0,5.0,POSITIVE,1.0,11.0,11.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2022,MAIN_TEMPORAL_STRUCTURE,12.0,5.0,POSITIVE,1.0,12.0,12.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2023,MAIN_TEMPORAL_STRUCTURE,1.0,12.0,POSITIVE,0.25,1.0,1.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2023,MAIN_TEMPORAL_STRUCTURE,2.0,12.0,POSITIVE,0.25,2.0,2.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2023,MAIN_TEMPORAL_STRUCTURE,3.0,12.0,POSITIVE,0.25,3.0,3.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2023,MAIN_TEMPORAL_STRUCTURE,4.0,12.0,POSITIVE,0.25,4.0,4.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2023,MAIN_TEMPORAL_STRUCTURE,5.0,12.0,POSITIVE,0.25,5.0,5.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2023,MAIN_TEMPORAL_STRUCTURE,6.0,12.0,POSITIVE,0.5833333333333333,6.0,6.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2023,MAIN_TEMPORAL_STRUCTURE,7.0,12.0,POSITIVE,0.7499999999999999,7.0,7.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2023,MAIN_TEMPORAL_STRUCTURE,8.0,12.0,POSITIVE,0.7499999999999999,8.0,8.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2023,MAIN_TEMPORAL_STRUCTURE,9.0,12.0,POSITIVE,0.7499999999999999,9.0,9.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2023,MAIN_TEMPORAL_STRUCTURE,10.0,12.0,POSITIVE,0.7499999999999999,10.0,10.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2023,MAIN_TEMPORAL_STRUCTURE,11.0,12.0,POSITIVE,0.7499999999999999,11.0,11.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200201,14010020000,ARROZ,2023,MAIN_TEMPORAL_STRUCTURE,12.0,12.0,POSITIVE,0.9999999999999999,12.0,12.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200203,14010020000,ARROZ,2016,MAIN_TEMPORAL_STRUCTURE,1.0,26.0,PARTIAL_MISSING,,0.0,0.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200203,14010020000,ARROZ,2016,MAIN_TEMPORAL_STRUCTURE,2.0,26.0,PARTIAL_MISSING,,0.0,0.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200203,14010020000,ARROZ,2016,MAIN_TEMPORAL_STRUCTURE,3.0,26.0,PARTIAL_MISSING,,0.0,0.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200203,14010020000,ARROZ,2016,MAIN_TEMPORAL_STRUCTURE,4.0,26.0,PARTIAL_MISSING,,0.0,0.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200203,14010020000,ARROZ,2016,MAIN_TEMPORAL_STRUCTURE,5.0,26.0,PARTIAL_MISSING,,0.0,0.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200203,14010020000,ARROZ,2016,MAIN_TEMPORAL_STRUCTURE,6.0,26.0,PARTIAL_MISSING,,0.0,0.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200203,14010020000,ARROZ,2016,MAIN_TEMPORAL_STRUCTURE,7.0,26.0,PARTIAL_MISSING,,0.0,0.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200203,14010020000,ARROZ,2016,MAIN_TEMPORAL_STRUCTURE,8.0,26.0,PARTIAL_MISSING,,0.0,0.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200203,14010020000,ARROZ,2016,MAIN_TEMPORAL_STRUCTURE,9.0,26.0,PARTIAL_MISSING,,0.0,0.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200203,14010020000,ARROZ,2016,MAIN_TEMPORAL_STRUCTURE,10.0,26.0,PARTIAL_MISSING,,0.0,0.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200203,14010020000,ARROZ,2016,MAIN_TEMPORAL_STRUCTURE,11.0,26.0,PARTIAL_MISSING,,0.0,0.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200203,14010020000,ARROZ,2016,MAIN_TEMPORAL_STRUCTURE,12.0,26.0,PARTIAL_MISSING,,0.0,0.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200203,14010020000,ARROZ,2017,MAIN_TEMPORAL_STRUCTURE,1.0,70.0,PARTIAL_MISSING,,0.0,0.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200203,14010020000,ARROZ,2017,MAIN_TEMPORAL_STRUCTURE,2.0,70.0,PARTIAL_MISSING,,0.0,0.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200203,14010020000,ARROZ,2017,MAIN_TEMPORAL_STRUCTURE,3.0,70.0,PARTIAL_MISSING,,0.0,0.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200203,14010020000,ARROZ,2017,MAIN_TEMPORAL_STRUCTURE,4.0,70.0,PARTIAL_MISSING,,0.0,0.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200203,14010020000,ARROZ,2017,MAIN_TEMPORAL_STRUCTURE,5.0,70.0,PARTIAL_MISSING,,0.0,0.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200203,14010020000,ARROZ,2017,MAIN_TEMPORAL_STRUCTURE,6.0,70.0,PARTIAL_MISSING,,0.0,0.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200203,14010020000,ARROZ,2017,MAIN_TEMPORAL_STRUCTURE,7.0,70.0,PARTIAL_MISSING,,0.0,0.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200203,14010020000,ARROZ,2017,MAIN_TEMPORAL_STRUCTURE,8.0,70.0,PARTIAL_MISSING,,0.0,0.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200203,14010020000,ARROZ,2017,MAIN_TEMPORAL_STRUCTURE,9.0,70.0,PARTIAL_MISSING,,0.0,0.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200203,14010020000,ARROZ,2017,MAIN_TEMPORAL_STRUCTURE,10.0,70.0,PARTIAL_MISSING,,0.0,0.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200203,14010020000,ARROZ,2017,MAIN_TEMPORAL_STRUCTURE,11.0,70.0,PARTIAL_MISSING,,0.0,0.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200203,14010020000,ARROZ,2017,MAIN_TEMPORAL_STRUCTURE,12.0,70.0,PARTIAL_MISSING,,0.0,0.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200203,14010020000,ARROZ,2018,MAIN_TEMPORAL_STRUCTURE,1.0,31.0,POSITIVE,0.0,1.0,1.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200203,14010020000,ARROZ,2018,MAIN_TEMPORAL_STRUCTURE,2.0,31.0,POSITIVE,0.0,2.0,2.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200203,14010020000,ARROZ,2018,MAIN_TEMPORAL_STRUCTURE,3.0,31.0,POSITIVE,0.0,3.0,3.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200203,14010020000,ARROZ,2018,MAIN_TEMPORAL_STRUCTURE,4.0,31.0,POSITIVE,0.0,4.0,4.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200203,14010020000,ARROZ,2018,MAIN_TEMPORAL_STRUCTURE,5.0,31.0,POSITIVE,0.0,5.0,5.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200203,14010020000,ARROZ,2018,MAIN_TEMPORAL_STRUCTURE,6.0,31.0,POSITIVE,0.1935483870967742,6.0,5.0,PARTIAL_OR_UNOBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200203,14010020000,ARROZ,2018,MAIN_TEMPORAL_STRUCTURE,7.0,31.0,POSITIVE,0.7096774193548387,7.0,6.0,PARTIAL_OR_UNOBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200203,14010020000,ARROZ,2018,MAIN_TEMPORAL_STRUCTURE,8.0,31.0,POSITIVE,0.7096774193548387,8.0,7.0,PARTIAL_OR_UNOBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200203,14010020000,ARROZ,2018,MAIN_TEMPORAL_STRUCTURE,9.0,31.0,POSITIVE,0.7096774193548387,9.0,8.0,PARTIAL_OR_UNOBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200203,14010020000,ARROZ,2018,MAIN_TEMPORAL_STRUCTURE,10.0,31.0,POSITIVE,0.7096774193548387,10.0,9.0,PARTIAL_OR_UNOBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200203,14010020000,ARROZ,2018,MAIN_TEMPORAL_STRUCTURE,11.0,31.0,POSITIVE,0.7096774193548387,11.0,10.0,PARTIAL_OR_UNOBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200203,14010020000,ARROZ,2018,MAIN_TEMPORAL_STRUCTURE,12.0,31.0,POSITIVE,1.0,12.0,11.0,PARTIAL_OR_UNOBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
TRANSIENT_SUPPORT_COMPATIBILITY,200203,14010020000,ARROZ,2019,MAIN_TEMPORAL_STRUCTURE,1.0,36.0,POSITIVE,0.0,1.0,1.0,OBSERVED,NOT_ATTRIBUTED_STAGE_A,True,,,,
