CROP,CROP_CODE,MODEL_ID,VARIABLE,OMITTED_PERIOD_ID,OMITTED_PERIOD_ORDER,MANDATORY_NAMED_CASE,PRIMARY_BETA_REFERENCE,LOO_BETA,BETA_DIFFERENCE,ABS_BETA_DEVIATION,PRIMARY_SIGN,LOO_SIGN,SIGN_REVERSAL,RETAINED_N,RETAINED_PERIODS,MODEL_VALID,STATUS
LIMON_SUTIL,13010170102,ED1-LEMON,TMAX_ANOM_C__T_MINUS_1,2020,5,NONE,-0.93145677254736037,-0.62943070054449657,0.3020260720028638,0.3020260720028638,NEGATIVE,NEGATIVE,FALSE,272,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,TMAX_ANOM_C__T_MINUS_1,2021,6,NONE,-0.93145677254736037,1.3075784135644071,2.2390351861117672,2.2390351861117672,NEGATIVE,POSITIVE,TRUE,272,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,TMAX_ANOM_C__T_MINUS_1,2022,7,NONE,-0.93145677254736037,-1.1306707452746452,-0.1992139727272848,0.1992139727272848,NEGATIVE,NEGATIVE,FALSE,268,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,TMAX_ANOM_C__T_MINUS_1,2023,8,LEAVE_2023_OUT,-0.93145677254736037,-1.0455059310286168,-0.11404915848125641,0.11404915848125641,NEGATIVE,NEGATIVE,FALSE,267,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,TMIN_ANOM_C__T_MINUS_1,2016,1,NONE,-4.0857132490015609,-6.2621206586306588,-2.176407409629098,2.176407409629098,NEGATIVE,NEGATIVE,FALSE,274,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,TMIN_ANOM_C__T_MINUS_1,2017,2,LEAVE_2017_OUT,-4.0857132490015609,-3.9532088196483217,0.13250442935323914,0.13250442935323914,NEGATIVE,NEGATIVE,FALSE,276,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,TMIN_ANOM_C__T_MINUS_1,2018,3,NONE,-4.0857132490015609,-2.9563094216566537,1.1294038273449072,1.1294038273449072,NEGATIVE,NEGATIVE,FALSE,275,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,TMIN_ANOM_C__T_MINUS_1,2019,4,NONE,-4.0857132490015609,-3.7575132318976614,0.32820001710389946,0.32820001710389946,NEGATIVE,NEGATIVE,FALSE,273,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,TMIN_ANOM_C__T_MINUS_1,2020,5,NONE,-4.0857132490015609,-3.5456730002466372,0.54004024875492362,0.54004024875492362,NEGATIVE,NEGATIVE,FALSE,272,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,TMIN_ANOM_C__T_MINUS_1,2021,6,NONE,-4.0857132490015609,-4.5036114080967424,-0.41789815909518158,0.41789815909518158,NEGATIVE,NEGATIVE,FALSE,272,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,TMIN_ANOM_C__T_MINUS_1,2022,7,NONE,-4.0857132490015609,-3.338983079401161,0.74673016960039984,0.74673016960039984,NEGATIVE,NEGATIVE,FALSE,268,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,TMIN_ANOM_C__T_MINUS_1,2023,8,LEAVE_2023_OUT,-4.0857132490015609,-2.5708636619101539,1.5148495870914069,1.5148495870914069,NEGATIVE,NEGATIVE,FALSE,267,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,RAIN_ANOM_MM__T,2016,1,NONE,-0.0021023420826074002,-0.0018553560374190425,0.00024698604518835765,0.00024698604518835765,NEGATIVE,NEGATIVE,FALSE,344,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,RAIN_ANOM_MM__T,2017,2,LEAVE_2017_OUT,-0.0021023420826074002,-0.0075941086505082467,-0.0054917665679008465,0.0054917665679008465,NEGATIVE,NEGATIVE,FALSE,343,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,RAIN_ANOM_MM__T,2018,3,NONE,-0.0021023420826074002,-0.0023031105191186896,-0.00020076843651128939,0.00020076843651128939,NEGATIVE,NEGATIVE,FALSE,342,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,RAIN_ANOM_MM__T,2019,4,NONE,-0.0021023420826074002,-0.0019031363105912469,0.0001992057720161533,0.0001992057720161533,NEGATIVE,NEGATIVE,FALSE,343,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,RAIN_ANOM_MM__T,2020,5,NONE,-0.0021023420826074002,-0.0015911878216634534,0.00051115426094394678,0.00051115426094394678,NEGATIVE,NEGATIVE,FALSE,341,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,RAIN_ANOM_MM__T,2021,6,NONE,-0.0021023420826074002,-0.00048828095411579397,0.0016140611284916062,0.0016140611284916062,NEGATIVE,NEGATIVE,FALSE,341,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,RAIN_ANOM_MM__T,2022,7,NONE,-0.0021023420826074002,-0.004210436756234337,-0.0021080946736269368,0.0021080946736269368,NEGATIVE,NEGATIVE,FALSE,339,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,RAIN_ANOM_MM__T,2023,8,LEAVE_2023_OUT,-0.0021023420826074002,0.0039890416327046374,0.0060913837153120376,0.0060913837153120376,NEGATIVE,POSITIVE,TRUE,337,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,TMAX_ANOM_C__T,2016,1,NONE,-0.32534946598061909,-0.19622109833053969,0.1291283676500794,0.1291283676500794,NEGATIVE,NEGATIVE,FALSE,344,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,TMAX_ANOM_C__T,2017,2,LEAVE_2017_OUT,-0.32534946598061909,-4.7561105042694685,-4.4307610382888498,4.4307610382888498,NEGATIVE,NEGATIVE,FALSE,343,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,TMAX_ANOM_C__T,2018,3,NONE,-0.32534946598061909,-0.086402050797835805,0.23894741518278328,0.23894741518278328,NEGATIVE,NEGATIVE,FALSE,342,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,TMAX_ANOM_C__T,2019,4,NONE,-0.32534946598061909,-0.9373564328964803,-0.61200696691586121,0.61200696691586121,NEGATIVE,NEGATIVE,FALSE,343,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,TMAX_ANOM_C__T,2020,5,NONE,-0.32534946598061909,0.4064149825112251,0.73176444849184419,0.73176444849184419,NEGATIVE,POSITIVE,TRUE,341,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,TMAX_ANOM_C__T,2021,6,NONE,-0.32534946598061909,0.73125457918233261,1.0566040451629517,1.0566040451629517,NEGATIVE,POSITIVE,TRUE,341,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,TMAX_ANOM_C__T,2022,7,NONE,-0.32534946598061909,-0.77270204329203196,-0.44735257731141287,0.44735257731141287,NEGATIVE,NEGATIVE,FALSE,339,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,TMAX_ANOM_C__T,2023,8,LEAVE_2023_OUT,-0.32534946598061909,1.6399610911581228,1.9653105571387419,1.9653105571387419,NEGATIVE,POSITIVE,TRUE,337,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,TMIN_ANOM_C__T,2016,1,NONE,-0.036208197506074846,0.053287757959180837,0.089495955465255683,0.089495955465255683,NEGATIVE,POSITIVE,TRUE,344,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,TMIN_ANOM_C__T,2017,2,LEAVE_2017_OUT,-0.036208197506074846,1.7543197138349189,1.7905279113409938,1.7905279113409938,NEGATIVE,POSITIVE,TRUE,343,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,TMIN_ANOM_C__T,2018,3,NONE,-0.036208197506074846,0.17943555703643366,0.2156437545425085,0.2156437545425085,NEGATIVE,POSITIVE,TRUE,342,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,TMIN_ANOM_C__T,2019,4,NONE,-0.036208197506074846,-0.15762635142925774,-0.12141815392318289,0.12141815392318289,NEGATIVE,NEGATIVE,FALSE,343,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,TMIN_ANOM_C__T,2020,5,NONE,-0.036208197506074846,0.6570406005807321,0.69324879808680695,0.69324879808680695,NEGATIVE,POSITIVE,TRUE,341,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,TMIN_ANOM_C__T,2021,6,NONE,-0.036208197506074846,-1.2343305862474878,-1.198122388741413,1.198122388741413,NEGATIVE,NEGATIVE,FALSE,341,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,TMIN_ANOM_C__T,2022,7,NONE,-0.036208197506074846,0.515015857933526,0.55122405543960085,0.55122405543960085,NEGATIVE,POSITIVE,TRUE,339,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,TMIN_ANOM_C__T,2023,8,LEAVE_2023_OUT,-0.036208197506074846,-5.7566257826817697,-5.7204175851756949,5.7204175851756949,NEGATIVE,NEGATIVE,FALSE,337,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,RAIN_ANOM_MM__T_MINUS_1,2016,1,NONE,0.0027760812499826315,0.0025328588219633019,-0.00024322242801932958,0.00024322242801932958,POSITIVE,POSITIVE,FALSE,344,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,RAIN_ANOM_MM__T_MINUS_1,2017,2,LEAVE_2017_OUT,0.0027760812499826315,0.0041195932691364678,0.0013435120191538363,0.0013435120191538363,POSITIVE,POSITIVE,FALSE,343,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,RAIN_ANOM_MM__T_MINUS_1,2018,3,NONE,0.0027760812499826315,-0.00064623929403850866,-0.0034223205440211402,0.0034223205440211402,POSITIVE,NEGATIVE,TRUE,342,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,RAIN_ANOM_MM__T_MINUS_1,2019,4,NONE,0.0027760812499826315,0.0021237619549445697,-0.00065231929503806185,0.00065231929503806185,POSITIVE,POSITIVE,FALSE,343,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,RAIN_ANOM_MM__T_MINUS_1,2020,5,NONE,0.0027760812499826315,0.0044007057244561665,0.001624624474473535,0.001624624474473535,POSITIVE,POSITIVE,FALSE,341,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,RAIN_ANOM_MM__T_MINUS_1,2021,6,NONE,0.0027760812499826315,0.0035727979089070772,0.00079671665892444565,0.00079671665892444565,POSITIVE,POSITIVE,FALSE,341,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,RAIN_ANOM_MM__T_MINUS_1,2022,7,NONE,0.0027760812499826315,0.00057346627291465779,-0.0022026149770679737,0.0022026149770679737,POSITIVE,POSITIVE,FALSE,339,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,RAIN_ANOM_MM__T_MINUS_1,2023,8,LEAVE_2023_OUT,0.0027760812499826315,0.0056675081155779239,0.0028914268655952924,0.0028914268655952924,POSITIVE,POSITIVE,FALSE,337,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,TMAX_ANOM_C__T_MINUS_1,2016,1,NONE,-1.3624230022402739,-1.1293700191318212,0.23305298310845268,0.23305298310845268,NEGATIVE,NEGATIVE,FALSE,344,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,TMAX_ANOM_C__T_MINUS_1,2017,2,LEAVE_2017_OUT,-1.3624230022402739,-0.68184844674481981,0.68057455549545409,0.68057455549545409,NEGATIVE,NEGATIVE,FALSE,343,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,TMAX_ANOM_C__T_MINUS_1,2018,3,NONE,-1.3624230022402739,-0.94307923408883454,0.41934376815143937,0.41934376815143937,NEGATIVE,NEGATIVE,FALSE,342,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,TMAX_ANOM_C__T_MINUS_1,2019,4,NONE,-1.3624230022402739,-1.9106198705063901,-0.54819686826611624,0.54819686826611624,NEGATIVE,NEGATIVE,FALSE,343,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,TMAX_ANOM_C__T_MINUS_1,2020,5,NONE,-1.3624230022402739,-1.7106782854760452,-0.34825528323577126,0.34825528323577126,NEGATIVE,NEGATIVE,FALSE,341,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,TMAX_ANOM_C__T_MINUS_1,2021,6,NONE,-1.3624230022402739,-1.5206089389156303,-0.15818593667535641,0.15818593667535641,NEGATIVE,NEGATIVE,FALSE,341,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,TMAX_ANOM_C__T_MINUS_1,2022,7,NONE,-1.3624230022402739,-1.1640639014753233,0.19835910076495056,0.19835910076495056,NEGATIVE,NEGATIVE,FALSE,339,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,TMAX_ANOM_C__T_MINUS_1,2023,8,LEAVE_2023_OUT,-1.3624230022402739,-1.8199006917069855,-0.45747768946671163,0.45747768946671163,NEGATIVE,NEGATIVE,FALSE,337,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,TMIN_ANOM_C__T_MINUS_1,2016,1,NONE,-6.5645586917721594,-6.8550493269236963,-0.29049063515153684,0.29049063515153684,NEGATIVE,NEGATIVE,FALSE,344,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,TMIN_ANOM_C__T_MINUS_1,2017,2,LEAVE_2017_OUT,-6.5645586917721594,-4.7042065024943014,1.8603521892778581,1.8603521892778581,NEGATIVE,NEGATIVE,FALSE,343,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,TMIN_ANOM_C__T_MINUS_1,2018,3,NONE,-6.5645586917721594,-7.0946666285971212,-0.53010793682496171,0.53010793682496171,NEGATIVE,NEGATIVE,FALSE,342,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,TMIN_ANOM_C__T_MINUS_1,2019,4,NONE,-6.5645586917721594,-7.1429619218172107,-0.57840323004505123,0.57840323004505123,NEGATIVE,NEGATIVE,FALSE,343,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,TMIN_ANOM_C__T_MINUS_1,2020,5,NONE,-6.5645586917721594,-7.0831101496610085,-0.51855145788884904,0.51855145788884904,NEGATIVE,NEGATIVE,FALSE,341,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,TMIN_ANOM_C__T_MINUS_1,2021,6,NONE,-6.5645586917721594,-10.092023193309329,-3.5274645015371693,3.5274645015371693,NEGATIVE,NEGATIVE,FALSE,341,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,TMIN_ANOM_C__T_MINUS_1,2022,7,NONE,-6.5645586917721594,-5.2146090393624434,1.3499496524097161,1.3499496524097161,NEGATIVE,NEGATIVE,FALSE,339,7,TRUE,DESCRIPTIVE_ONLY
PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,TMIN_ANOM_C__T_MINUS_1,2023,8,LEAVE_2023_OUT,-6.5645586917721594,-1.7812287671849347,4.7833299245872247,4.7833299245872247,NEGATIVE,NEGATIVE,FALSE,337,7,TRUE,DESCRIPTIVE_ONLY
